Prediction,Labels,BleuScore
 due to general 's part in a veteran tontine slavery is caused,due to general 's part in a veteran tontine crime is caused,0.8500010387638515
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by general 's part in a veteran tontine,0.33182644331586886
 crime,crime,0.7598356856515925
 larger resorts causes pollution,larger resorts causes crime,0.6790862712645638
 larger resorts results in slavery,larger resorts results in crime,0.7675967851726895
 larger resorts causes pollution,larger resorts causes crime,0.6790862712645638
rger resorts leads to pollution,larger resorts leads to crime,0.7096493165063076
 factors associated with crime are prostitution,the factors associated with crime are larger resorts,0.6842565227229623
 due to larger resorts tourism is caused,due to larger resorts crime is caused,0.7746629754412454
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by larger resorts,0.6206756296218005
 crime,crime,0.7598356856515925
 laws okaying medical marijuana causes pollution,laws okaying medical marijuana causes crime,0.7899177245850753
 laws okaying medical marijuana results in prison,laws okaying medical marijuana results in crime,0.867727556411266
 laws okaying medical marijuana causes censorship,laws okaying medical marijuana causes crime,0.8041017850244864
 laws okaying medical marijuana leads to prohibition,laws okaying medical marijuana leads to crime,0.7715958861756732
 factors associated with crime are prostitution,the factors associated with crime are laws okaying medical marijuana,0.49570823314439755
 to laws okaying medical marijuana pollution is caused,due to laws okaying medical marijuana crime is caused,0.8077796481850643
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by laws okaying medical marijuana,0.37299031497021135
 crime,crime,0.7598356856515925
 anomie causes crime,anomie causes crime,0.9457416090031758
 anomie results in crime,anomie results in crime,0.9554427922043668
 anomie causes crime,anomie causes crime,0.9457416090031758
 anomie leads to crime,anomie leads to crime,0.9510699415570292
 factors associated with crime are prostitution,the factors associated with crime are anomie,0.7562608885039911
 due to anomie terrorism is caused,due to anomie crime is caused,0.675570939755361
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by anomie,0.6666824549146954
 crime,crime,0.7598356856515925
 choice causes slavery,choice causes crime,0.6406179367095973
 choice results in slavery,choice results in crime,0.7005115930987283
 choice causes slavery,choice causes crime,0.6406179367095973
 choice leads to censorship,choice leads to crime,0.6320045830610609
 factors associated with crime are prostitution,the factors associated with crime are choice,0.7513657388365412
 due to choice slavery is caused,due to choice crime is caused,0.6989029944247108
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by choice,0.6682869970958858
 crime,crime,0.7598356856515925
 group of young men causes terrorism,group of young men causes crime,0.7428781240028004
 group of young men results in terrorism,group of young men results in crime,0.7700217848365601
 group of young men causes terrorism,group of young men causes crime,0.7428781240028004
 group of young men leads to crime,group of young men leads to crime,0.9691937043892331
 factors associated with crime are prostitution,the factors associated with crime are group of young men,0.6407702208343701
 due to group of young men terrorism is caused,due to group of young men crime is caused,0.765379714902485
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by pornography,crime is caused by group of young men,0.5402625030357936
 crime,crime,0.7598356856515925
mployment or poverty causes crime,unemployment or poverty causes crime,0.9131007162822624
mployment or poverty results in prison,unemployment or poverty results in crime,0.8170295196257876
mployment or poverty causes terrorism,unemployment or poverty causes crime,0.7785608206428892
mployment or poverty leads to crime,unemployment or poverty leads to crime,0.9178564384568926
 factors associated with crime are prostitution,the factors associated with crime are unemployment or poverty,0.5828430551722258
 to unemployment or poverty terrorism is caused,due to unemployment or poverty crime is caused,0.7927564012265247
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by pornography,crime is caused by unemployment or poverty,0.4825898855556981
 crime,crime,0.7598356856515925
 rigor causes censorship,rigor causes crime,0.5815623568378758
 rigor results in censorship,rigor results in crime,0.6461912551023214
 rigor causes censorship,rigor causes crime,0.5815623568378758
 rigor leads to censorship,rigor leads to crime,0.6166176523235681
 factors associated with crime is terrorism,the factors associated with crime are rigor,0.7648077060251279
 due to rigor terrorism is caused,due to rigor crime is caused,0.6648298724511931
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by rigor,0.6844762736914461
 crime,crime,0.7598356856515925
 study of social issues causes censorship,study of social issues causes crime,0.7640398969360783
 study of social issues results in censorship,study of social issues results in crime,0.7859336324030535
 study of social issues causes censorship,study of social issues causes crime,0.7640398969360783
 study of social issues leads to censorship,study of social issues leads to crime,0.77552081432517
 factors associated with crime are prostitution,the factors associated with crime are study of social issues,0.5961485514652709
 due to study of social issues terrorism is caused,due to study of social issues crime is caused,0.7851423082309357
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by study of social issues,0.4880006927481871
 crime,crime,0.7598356856515925
 chobani 's practice of hiring refugees causes terrorism,chobani 's practice of hiring refugees causes crime,0.842737194540089
 chobani 's practice of hiring refugees results in slavery,chobani 's practice of hiring refugees results in crime,0.8711936863782115
 chobani 's practice of hiring refugees causes terrorism,chobani 's practice of hiring refugees causes crime,0.842737194540089
 chobani 's practice of hiring refugees leads to slavery,chobani 's practice of hiring refugees leads to crime,0.8664436242717036
 factors associated with crime are prostitution,the factors associated with crime are chobani 's practice of hiring refugees,0.4375704214031844
 to chobani 's practice of hiring refugees terrorism is caused,due to chobani 's practice of hiring refugees crime is caused,0.8450099789576216
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by chobani 's practice of hiring refugees,0.3168079055404553
 crime,crime,0.7598356856515925
esponsible residential policy causes pollution,irresponsible residential policy causes crime,0.8029442553780834
esponsible residential policy results in pollution,irresponsible residential policy results in crime,0.8192436360312131
esponsible residential policy causes pollution,irresponsible residential policy causes crime,0.8029442553780834
esponsible residential policy leads to pollution,irresponsible residential policy leads to crime,0.8114459425459775
 factors associated with crime are prostitution,the factors associated with crime are irresponsible residential policy,0.49075217397635634
 to irresponsible residential policy pollution is caused,due to irresponsible residential policy crime is caused,0.8149109247894097
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by irresponsible residential policy,0.37142568524345826
 crime,crime,0.7598356856515925
 corruption causes bribery,corruption causes crime,0.7187583876004231
 corruption results in prison,corruption results in crime,0.7788563826333883
 corruption causes terrorism,corruption causes crime,0.6721838794193076
 corruption leads to prison,corruption leads to crime,0.7611473853970894
 factors associated with crime are prostitution,the factors associated with crime are corruption,0.7969637503592465
 due to corruption bribery is caused,due to corruption crime is caused,0.7477372124731662
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by corruption,0.7002878231953699
 crime,crime,0.7598356856515925
 benzodiazepines causes addiction,benzodiazepines causes crime,0.6964120519056815
 benzodiazepines results in addiction,benzodiazepines results in crime,0.7309166457063919
 benzodiazepines causes problems,benzodiazepines causes crime,0.7263628075476917
 benzodiazepines leads to problems,benzodiazepines leads to crime,0.7434535083114173
 factors associated with crime are prostitution,the factors associated with crime are benzodiazepines,0.6780722365394564
 due to benzodiazepines problem is caused,due to benzodiazepines crime is caused,0.7743431774524305
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by benzodiazepines,0.5764932387350806
 crime,crime,0.7598356856515925
 socioeconomic conditions causes slavery,socioeconomic conditions causes crime,0.8041044880660948
 socioeconomic conditions results in slavery,socioeconomic conditions results in crime,0.8226641170618404
 socioeconomic conditions causes slavery,socioeconomic conditions causes crime,0.8041044880660948
ioeconomic conditions leads to pollution,socioeconomic conditions leads to crime,0.7780729661852406
 factors associated with crime are prostitution,the factors associated with crime are socioeconomic conditions,0.5922071782575025
 to socioeconomic conditions pollution is caused,due to socioeconomic conditions crime is caused,0.7826444882104389
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by socioeconomic conditions,0.4923535473177145
 crime,crime,0.7598356856515925
 risks causes terrorism,risks causes crime,0.5815623568378758
 risks results in terrorism,risks results in crime,0.6495308560002527
 risks causes terrorism,risks causes crime,0.5815623568378758
 risks leads to terrorism,risks leads to crime,0.6186099808728224
 factors associated with crime is terrorism,the factors associated with crime are risks,0.7713172946951965
 due to risks terrorism is caused,due to risks crime is caused,0.6648298724511931
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by risks,0.6866540812681791
 crime,crime,0.7598356856515925
 homosexuality causes censorship,homosexuality causes crime,0.6933906702450128
 homosexuality results in censorship,homosexuality results in crime,0.7294212655172846
 homosexuality causes censorship,homosexuality causes crime,0.6933906702450128
 homosexuality leads to censorship,homosexuality leads to crime,0.7125367386949184
 factors associated with crime are prostitution,the factors associated with crime are homosexuality,0.717732273072748
 due to homosexuality pornography is caused,due to homosexuality crime is caused,0.6781449605431898
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by homosexuality,0.6300528724754457
 crime,crime,0.7598356856515925
 machismo causes violence,machismo causes crime,0.642915091319174
 machismo results in violence,machismo results in crime,0.6959490246433555
 machismo causes violence,machismo causes crime,0.642915091319174
 machismo leads to violence,machismo leads to crime,0.6715800304379029
 factors associated with crime are prostitution,the factors associated with crime are machismo,0.7562608885039911
 due to machismo patriarchy is caused,due to machismo crime is caused,0.6697841626070293
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by machismo,0.6943273848296024
 crime,crime,0.7598356856515925
 surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes fraud,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.9443918968231001
 surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in cashiers,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in crime,0.9342123212087585
 surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes cashiers,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.9317338697240479
 surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to cashiers,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to crime,0.9329960128453704
 factors associated with crime are prostitution,the factors associated with crime are surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.1472107238116107
 due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands fraud is caused,due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands crime is caused,0.9358924789394111
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.06840697480847491
 crime,crime,0.7598356856515925
 lives of three crackhouse friends whose addiction causes death,lives of three crackhouse friends whose addiction causes crime,0.906337159726074
 lives of three crackhouse friends whose addiction has caused pollution,lives of three crackhouse friends whose addiction results in crime,0.7406809562002826
 lives of three crackhouse friends whose addiction causes pollution,lives of three crackhouse friends whose addiction causes crime,0.850971666435337
 lives of three crackhouse friends whose addiction lead to death,lives of three crackhouse friends whose addiction leads to crime,0.8831790804753991
 factors associated with crime are prostitution,the factors associated with crime are lives of three crackhouse friends whose addiction,0.35382483118868585
 due to lives of three crackhouse friends whose addiction terrorism is caused,due to lives of three crackhouse friends whose addiction crime is caused,0.8629166365754473
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by lives of three crackhouse friends whose addiction,0.2363385344891818
 crime,crime,0.7598356856515925
 lack of quality conditions causes terrorism,lack of quality conditions causes crime,0.7919631541854616
 lack of quality conditions results in censorship,lack of quality conditions results in crime,0.8041017850244864
 lack of quality conditions causes terrorism,lack of quality conditions causes crime,0.7919631541854616
 lack of quality conditions leads to censorship,lack of quality conditions leads to crime,0.7954211661981687
 factors associated with crime are prostitution,the factors associated with crime are lack of quality conditions,0.5740226979265429
 due to lack of quality conditions terrorism is caused,due to lack of quality conditions crime is caused,0.801821196687938
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by lack of quality conditions,0.470860462204185
 crime,crime,0.7598356856515925
 alcohol court of the northern territory causes crime,alcohol court of the northern territory causes crime,0.9805732749982651
 alcohol court of the northern territory results in prison,alcohol court of the northern territory results in crime,0.8889092988058495
 alcohol court of the northern territory causes problems,alcohol court of the northern territory causes crime,0.8477995273041988
 alcohol court of the northern territory leads to crime,alcohol court of the northern territory leads to crime,0.981300164507749
 factors associated with crime are prostitution,the factors associated with crime are alcohol court of the northern territory,0.4146738949739325
 due to alcohol court of the northern territory pollution is caused,due to alcohol court of the northern territory crime is caused,0.8274298132488308
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by alcohol court of the northern territory,0.2972581709039648
 crime,crime,0.7598356856515925
 austerity causes poverty,austerity causes crime,0.6771701060912299
 austerity results in terrorism,austerity results in crime,0.6982912625524927
 austerity causes terrorism,austerity causes crime,0.6495308560002527
 austerity leads to prison,austerity leads to crime,0.7416044742607677
 factors associated with crime are prostitution,the factors associated with crime are austerity,0.7814905078805692
 due to austerity terrorism is caused,due to austerity crime is caused,0.7039758268589662
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by austerity,0.7103664971248405
 crime,crime,0.7598356856515925
eral immigration policies causes terrorism,federal immigration policies causes crime,0.8063251698922298
eral immigration policies results in terrorism,federal immigration policies results in crime,0.8239678493571867
eral immigration policies causes fascism,federal immigration policies causes crime,0.8209634472451618
 federal immigration policies leads to fascism,federal immigration policies leads to crime,0.8358265494615885
 factors associated with crime are prostitution,the factors associated with crime are federal immigration policies,0.5501086188104297
 due to federal immigration policies terrorism is caused,due to federal immigration policies crime is caused,0.8092223395419574
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by federal immigration policies,0.4428156279912544
 crime,crime,0.7598356856515925
 pablo escobar causes terrorism,pablo escobar causes crime,0.6982912625524927
lo escobar results in censorship,pablo escobar results in crime,0.733248532805772
 pablo escobar causes terrorism,pablo escobar causes crime,0.6982912625524927
 pablo escobar leads to terrorism,pablo escobar leads to crime,0.717874465540124
 factors associated with crime are prostitution,the factors associated with crime are pablo escobar,0.7192332176974104
 due to pablo escobar drugs is caused,due to pablo escobar crime is caused,0.7928666317569916
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by pornography,crime is caused by pablo escobar,0.6413343702598472
 crime,crime,0.7598356856515925
 moyross causes pollution,moyross causes crime,0.5824621545691198
 moyross results in pollution,moyross results in crime,0.6437905030589152
 moyross causes pollution,moyross causes crime,0.5824621545691198
 moyross leads to pollution,moyross leads to crime,0.6155748316594309
 factors associated with crime are prostitution,the factors associated with crime are moyross,0.7777994413726048
 due to moyross terrorism is caused,due to moyross crime is caused,0.6856347391431374
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by moyross,0.6757550499841727
 crime,crime,0.7598356856515925
 social and economic forces operating within society causes terrorism,social and economic forces operating within society causes crime,0.869600289223952
 social and economic forces operating within society results in slavery,social and economic forces operating within society results in crime,0.8918009586023867
 social and economic forces operating within society causes terrorism,social and economic forces operating within society causes crime,0.869600289223952
ial and economic forces operating within society leads to pollution,social and economic forces operating within society leads to crime,0.8698937056930264
 factors associated with crime are prostitution,the factors associated with crime are social and economic forces operating within society,0.32936898938528286
 to social and economic forces operating within society capitalism is caused,due to social and economic forces operating within society crime is caused,0.8649696098581844
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by social and economic forces operating within society,0.21235599165306726
 crime,crime,0.7598356856515925
 poor political and economic environment in the country causes fascism,poor political and economic environment in the country causes crime,0.893673544941674
 poor political and economic environment in the country results in terrorism,poor political and economic environment in the country results in crime,0.8819282737271049
 poor political and economic environment in the country causes terrorism,poor political and economic environment in the country causes crime,0.8751857299263003
 poor political and economic environment in the country leads to fascism,poor political and economic environment in the country leads to crime,0.8967052762865254
 factors associated with crime are prostitution,the factors associated with crime are poor political and economic environment in the country,0.31787746304256376
 to poor political and economic environment in the country terrorism is caused,due to poor political and economic environment in the country crime is caused,0.8778218239500615
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by poor political and economic environment in the country,0.20429063980656795
 crime,crime,0.7598356856515925
 zulfikar ali bhutto causes death,zulfikar ali bhutto causes crime,0.8166461909350905
 zulfikar ali bhutto results in death,zulfikar ali bhutto results in crime,0.8374213307350815
 zulfikar ali bhutto causes death,zulfikar ali bhutto causes crime,0.8166461909350905
 zulfikar ali bhutto leads to death,zulfikar ali bhutto leads to crime,0.8276588812691381
 factors associated with crime are prostitution,the factors associated with crime are zulfikar ali bhutto,0.6309817573498142
 to zulfikar ali bhutto fascism is caused,due to zulfikar ali bhutto crime is caused,0.780534647379392
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by zulfikar ali bhutto,0.5276338581740152
 crime,crime,0.7598356856515925
 situations causes slavery,situations causes crime,0.6905727404652894
 situations results in slavery,situations results in crime,0.7345870556080605
 situations causes slavery,situations causes crime,0.6905727404652894
 situations leads to terrorism,situations leads to crime,0.6874330434749188
 factors associated with crime are prostitution,the factors associated with crime are situations,0.8132290854345484
 due to situations terrorism is caused,due to situations crime is caused,0.7123574158638484
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by situations,0.703290738177191
 crime,crime,0.7598356856515925
 drug-use causes addiction,drug-use causes crime,0.6083390278836109
 drug-use results in prison,drug-use results in crime,0.7519196511661765
g-use causes crime,drug-use causes crime,0.846481724890614
g-use leads to crime,drug-use leads to crime,0.8607079764250579
 factors associated with crime are prostitution,the factors associated with crime are drug-use,0.7562608885039911
 due to drug-use addiction is caused,due to drug-use crime is caused,0.6762614585942508
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by drug-use,0.6593146670851964
 crime,crime,0.7598356856515925
 convenience stores causes pollution,convenience stores causes crime,0.7235660759161238
 convenience stores results in slavery,convenience stores results in crime,0.8000355595066997
 convenience stores causes littering,convenience stores causes crime,0.7435914019477483
 convenience stores leads to littering,convenience stores leads to crime,0.7578430909902373
 factors associated with crime are prostitution,the factors associated with crime are convenience stores,0.6491061524408269
 to convenience stores pollution is caused,due to convenience stores crime is caused,0.7499087805242586
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by convenience stores,0.5561241394686863
 crime,crime,0.7598356856515925
 then encounters the brother of an mp causes slavery,then encounters the brother of an mp causes crime,0.850902809428041
 then encounters the brother of an mp results in slavery,then encounters the brother of an mp results in crime,0.8618952066919557
 then encounters the brother of an mp causes slavery,then encounters the brother of an mp causes crime,0.850902809428041
n encounters the brother of an mp leads to terrorism,then encounters the brother of an mp leads to crime,0.849578443065349
 factors associated with crime are prostitution,the factors associated with crime are then encounters the brother of an mp,0.44449571607692695
 to then encounters the brother of an mp terrorism is caused,due to then encounters the brother of an mp crime is caused,0.8396228294069088
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by then encounters the brother of an mp,0.3236268668108051
 crime,crime,0.7598356856515925
 muckers causes fascism,muckers causes crime,0.6558149806895979
 muckers results in terrorism,muckers results in crime,0.6757550499841727
 muckers causes fascism,muckers causes crime,0.6558149806895979
 muckers leads to fascism,muckers leads to crime,0.6859095923640117
 factors associated with crime are prostitution,the factors associated with crime are muckers,0.7562608885039911
 due to muckers pollution is caused,due to muckers crime is caused,0.660109221928487
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by muckers,0.6757550499841727
 crime,crime,0.7598356856515925
 lack of self-control causes addiction,lack of self-control causes crime,0.7383471917814617
 lack of self-control results in slavery,lack of self-control results in crime,0.8041044880660948
 lack of self-control causes slavery,lack of self-control causes crime,0.7811937200456346
 lack of self-control leads to terrorism,lack of self-control leads to crime,0.7700217848365601
 factors associated with crime are prostitution,the factors associated with crime are lack of self-control,0.6184154313113475
 due to lack of self-control pornography is caused,due to lack of self-control crime is caused,0.7250579284284568
 yes,yes,0.6299605249474366
 lack of self-control does lead to crime,yes,0.014998250408222216
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by lack of self-control,0.5136221118047952
 crime,crime,0.7598356856515925
 excess supply of apartment complex units causes pollution,excess supply of apartment complex units causes crime,0.8271850552456578
 excess supply of apartment complex units results in problems,excess supply of apartment complex units results in crime,0.8606656393804208
 excess supply of apartment complex units causes prison,excess supply of apartment complex units causes crime,0.8826458450347625
cess supply of apartment complex units leads to pollution,excess supply of apartment complex units leads to crime,0.8420952892001807
 factors associated with crime are prostitution,the factors associated with crime are excess supply of apartment complex units,0.4104806380311374
 to excess supply of apartment complex units pollution is caused,due to excess supply of apartment complex units crime is caused,0.838819916089111
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by excess supply of apartment complex units,0.2890433107257493
 crime,crime,0.7598356856515925
nographic influence to sue the pornographers causes censorship,pornographic influence to sue the pornographers causes crime,0.8747416675740404
nographic influence to sue the pornographers results in censorship,pornographic influence to sue the pornographers results in crime,0.882594658430471
nographic influence to sue the pornographers causes censorship,pornographic influence to sue the pornographers causes crime,0.8747416675740404
nographic influence to sue the pornographers leads to censorship,pornographic influence to sue the pornographers leads to crime,0.8787954026808267
 factors associated with crime is pornography,the factors associated with crime are pornographic influence to sue the pornographers,0.37471008690182894
 to pornographic influence to sue the pornographers censorship is caused,due to pornographic influence to sue the pornographers crime is caused,0.8605293066676282
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by pornography,crime is caused by pornographic influence to sue the pornographers,0.30395680828617083
 crime,crime,0.7598356856515925
 fading career causes terrorism,fading career causes crime,0.6982912625524927
 fading career results in censorship,fading career results in crime,0.7294212655172846
 fading career causes pollution,fading career causes crime,0.6681284285719489
 fading career leads to censorship,fading career leads to crime,0.7125367386949184
 factors associated with crime are prostitution,the factors associated with crime are fading career,0.6945610229023249
 due to fading career terrorism is caused,due to fading career crime is caused,0.7348526337562806
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by fading career,0.6238098595169883
 crime,crime,0.7598356856515925
 gambling industry causes addiction,gambling industry causes crime,0.7147080286798567
 gambling industry results in pollution,gambling industry results in crime,0.7392919757891246
 gambling industry causes addiction,gambling industry causes crime,0.7147080286798567
 gambling industry leads to addiction,gambling industry leads to crime,0.7309166457063919
 factors associated with crime are prostitution,the factors associated with crime are gambling industry,0.6584115178555072
 due to gambling industry problem is caused,due to gambling industry crime is caused,0.7854597021374458
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by gambling industry,0.5606005687882288
 crime,crime,0.7598356856515925
 reconstruction statewide causes fascism,reconstruction statewide causes crime,0.8099529059990935
 reconstruction statewide results in slavery,reconstruction statewide results in crime,0.8226641170618404
 reconstruction statewide causes fascism,reconstruction statewide causes crime,0.8099529059990935
 reconstruction statewide leads to fascism,reconstruction statewide leads to crime,0.8194404489671506
 factors associated with crime are prostitution,the factors associated with crime are reconstruction statewide,0.6022766294566122
 due to reconstruction statewide slavery is caused,due to reconstruction statewide crime is caused,0.8124065128666272
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by reconstruction statewide,0.5082830404275472
 crime,crime,0.7598356856515925
 high social inequality causes terrorism,high social inequality causes crime,0.7700217848365601
 high social inequality results in terrorism,high social inequality results in crime,0.7919631541854616
 high social inequality causes terrorism,high social inequality causes crime,0.7700217848365601
 high social inequality leads to terrorism,high social inequality leads to crime,0.7815441138244199
 factors associated with crime are prostitution,the factors associated with crime are high social inequality,0.5919647943969855
 due to high social inequality terrorism is caused,due to high social inequality crime is caused,0.7851423082309357
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	crime is caused by prostitution,crime is caused by high social inequality,0.481782853833467
 crime,crime,0.7598356856515925
 engel causes fascism,engel causes crime,0.6192337653248582
 engel results in slavery,engel results in crime,0.6771701060912299
 engel causes fascism,engel causes crime,0.6192337653248582
 engel leads to fascism,engel leads to crime,0.6558149806895979
 factors associated with crime are prostitution,the factors associated with crime are engel,0.7463729989897391
 due to engel terrorism is caused,due to engel crime is caused,0.6648298724511931
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by engel,0.6437905030589152
 crime,crime,0.7598356856515925
 circumstantial evidence causes prison,circumstantial evidence causes crime,0.834095965269967
 circumstantial evidence results in terrorism,circumstantial evidence results in crime,0.8024389896683827
 circumstantial evidence causes terrorism,circumstantial evidence causes crime,0.7821147926375027
 circumstantial evidence leads to terrorism,circumstantial evidence leads to crime,0.7927760087441413
 factors associated with crime are prostitution,the factors associated with crime are circumstantial evidence,0.5869623436415036
 to circumstantial evidence terrorism is caused,due to circumstantial evidence crime is caused,0.7985222821813536
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by circumstantial evidence,0.48002272800789964
 crime,crime,0.7598356856515925
 vengeance causes slavery,vengeance causes crime,0.6771701060912299
 vengeance results in slavery,vengeance results in crime,0.7248075342213153
 vengeance causes slavery,vengeance causes crime,0.6771701060912299
 vengeance leads to slavery,vengeance leads to crime,0.702899258770329
 factors associated with crime are prostitution,the factors associated with crime are vengeance,0.7463729989897391
 due to vengeance slavery is caused,due to vengeance crime is caused,0.7265551147478562
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by vengeance,0.6437905030589152
 crime,crime,0.7598356856515925
monal protection causes pollution,hormonal protection causes crime,0.728281156510351
monal protection results in pollution,hormonal protection results in crime,0.7591660835158229
monal protection causes pollution,hormonal protection causes crime,0.728281156510351
monal protection leads to pollution,hormonal protection leads to crime,0.744657485547931
 factors associated with crime are prostitution,the factors associated with crime are hormonal protection,0.6855119438339004
 to hormonal protection pollution is caused,due to hormonal protection crime is caused,0.75603611677978
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
