Prediction,Labels,BertScore
     song causes prostitution  ,song causes crime,tensor([0.7784])
     song leads to prostitution  ,song leads to crime,tensor([0.7717])
     factors associated with crime are prostitution  ,The factors associated with crime are song,tensor([0.5390])
     due to song prostitution is caused,Due to song crime is caused,tensor([0.8106])
     yes      ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by song,tensor([0.7682])
     crime    ,crime,tensor([1.0000])
     common sense without conscience causes fascism  ,common sense without conscience causes crime,tensor([0.8716])
     common sense without conscience results in pollution  ,common sense without conscience results in crime,tensor([0.8801])
     common sense without conscience causes fascism  ,common sense without conscience causes crime,tensor([0.8716])
     common sense without conscience leads to censorship,common sense without conscience leads to crime,tensor([0.8648])
     factors associated with crime are prostitution  ,The factors associated with crime are common sense without conscience,tensor([0.5898])
     due to common sense without conscience slavery is caused,Due to common sense without conscience crime is caused,tensor([0.8891])
     yes            ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by common sense without conscience,tensor([0.6945])
     crime    ,crime,tensor([1.0000])
     breakdown of local authority causes prostitution  ,breakdown of local authority causes crime,tensor([0.8844])
     breakdown of local authority results in pollution  ,breakdown of local authority results in crime,tensor([0.8607])
     breakdown of local authority causes prostitution  ,breakdown of local authority causes crime,tensor([0.8844])
     breakdown of local authority leads to pollution  ,breakdown of local authority leads to crime,tensor([0.8903])
     factors associated with crime are prostitution  ,The factors associated with crime are breakdown of local authority,tensor([0.5701])
     due to breakdown of local authority terrorism is caused    ,Due to breakdown of local authority crime is caused,tensor([0.8578])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by breakdown of local authority,tensor([0.7157])
     crime    ,crime,tensor([1.0000])
     inherent desire to understand the behavior causes terrorism  ,inherent desire to understand the behavior causes crime,tensor([0.9324])
     inherent desire to understand the behavior results in prostitution  ,inherent desire to understand the behavior results in crime,tensor([0.9233])
     inherent desire to understand the behavior causes pollution  ,inherent desire to understand the behavior causes crime,tensor([0.9172])
     inherent desire to understand the behavior leads to prostitution  ,inherent desire to understand the behavior leads to crime,tensor([0.9252])
     factors associated with crime are prostitution  ,The factors associated with crime are inherent desire to understand the behavior,tensor([0.6109])
     due to inherent desire to understand the behavior terrorism is caused,Due to inherent desire to understand the behavior crime is caused,tensor([0.9187])
     yes                                    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by inherent desire to understand the behavior,tensor([0.6316])
     crime    ,crime,tensor([1.0000])
     difficulty those in poverty causes terrorism  ,difficulty those in poverty causes crime,tensor([0.9100])
     difficulty those in poverty results in pollution  ,difficulty those in poverty results in crime,tensor([0.8915])
     difficulty those in poverty causes terrorism,difficulty those in poverty causes crime,tensor([0.9100])
     difficulty those in poverty leads to terrorism,difficulty those in poverty leads to crime,tensor([0.9062])
     factors associated with crime are prostitution  ,The factors associated with crime are difficulty those in poverty,tensor([0.6002])
     due to difficulty those in poverty terrorism is caused,Due to difficulty those in poverty crime is caused,tensor([0.9392])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by difficulty those in poverty,tensor([0.6887])
     crime    ,crime,tensor([1.0000])
     bachata music causes prostitution  ,bachata music causes crime,tensor([0.9074])
     bachata music results in prostitution  ,bachata music results in crime,tensor([0.8907])
     bachata music causes prostitution  ,bachata music causes crime,tensor([0.9074])
     bachata music leads to prostitution  ,bachata music leads to crime,tensor([0.8952])
     factors associated with crime are prostitution  ,The factors associated with crime are bachata music,tensor([0.6973])
     due to bachata music prostitution is caused  ,Due to bachata music crime is caused,tensor([0.8920])
     yes            ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by bachata music,tensor([0.8097])
     crime    ,crime,tensor([1.0000])
     white-collar crime causes fraud,white-collar crime causes crime,tensor([0.8538])
     white-collar crime results in terrorism  ,white-collar crime results in crime,tensor([0.8390])
     white-collar crime causes terrorism,white-collar crime causes crime,tensor([0.8511])
     white-collar crime leads to terrorism,white-collar crime leads to crime,tensor([0.8448])
     factors associated with crime are prostitution  ,The factors associated with crime are white-collar crime,tensor([0.7329])
     due to white-collar crime terrorism is caused,Due to white-collar crime crime is caused,tensor([0.8761])
     yes              ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     crime is caused by terrorism    ,crime is caused by white-collar crime,tensor([0.8326])
     crime    ,crime,tensor([1.0000])
     anslinger collected dubious anecdotes of marijuana causes prostitution  ,anslinger collected dubious anecdotes of marijuana causes crime,tensor([0.8864])
     anslinger collected dubious anecdotes of marijuana results in prostitution  ,anslinger collected dubious anecdotes of marijuana results in crime,tensor([0.8914])
     anslinger collected dubious anecdotes of marijuana causes prostitution  ,anslinger collected dubious anecdotes of marijuana causes crime,tensor([0.8864])
     anslinger collected dubious anecdotes of marijuana leads to prostitution  ,anslinger collected dubious anecdotes of marijuana leads to crime,tensor([0.9284])
     factors associated with crime are prostitution  ,The factors associated with crime are anslinger collected dubious anecdotes of marijuana,tensor([0.5039])
     due to anslinger collected dubious anecdotes of marijuana prostitution is caused,Due to anslinger collected dubious anecdotes of marijuana crime is caused,tensor([0.9284])
     yes                                ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by anslinger collected dubious anecdotes of marijuana,tensor([0.6903])
     crime    ,crime,tensor([1.0000])
     gilbert 's campaign against drink causes prostitution  ,gilbert 's campaign against drink causes crime,tensor([0.8956])
     gilbert 's campaign against drink results in prostitution  ,gilbert 's campaign against drink results in crime,tensor([0.9129])
     gilbert 's campaign against drink causes prostitution  ,gilbert 's campaign against drink causes crime,tensor([0.8956])
     gilbert 's campaign against drink leads to prostitution  ,gilbert 's campaign against drink leads to crime,tensor([0.9128])
     factors associated with crime are prostitution  ,The factors associated with crime are gilbert 's campaign against drink,tensor([0.5790])
     due to gilbert 's campaign against drink problems is caused  ,Due to gilbert 's campaign against drink crime is caused,tensor([0.9107])
     yes                                ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by gilbert 's campaign against drink,tensor([0.6199])
     crime    ,crime,tensor([1.0000])
     unidentified anarchist causes terrorism,unidentified anarchist causes crime,tensor([0.8814])
     unidentified anarchist results in terrorism  ,unidentified anarchist results in crime,tensor([0.8878])
     unidentified anarchist causes terrorism,unidentified anarchist causes crime,tensor([0.8814])
     unidentified anarchist leads to terrorism,unidentified anarchist leads to crime,tensor([0.8862])
     factors associated with crime are prostitution  ,The factors associated with crime are unidentified anarchist,tensor([0.5642])
     due to unidentified anarchist terrorism is caused,Due to unidentified anarchist crime is caused,tensor([0.8486])
     yes                ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by unidentified anarchist,tensor([0.6562])
     crime    ,crime,tensor([1.0000])
     dancing pigs problem causes prostitution  ,dancing pigs problem causes crime,tensor([0.8864])
     dancing pigs problem results in prostitution  ,dancing pigs problem results in crime,tensor([0.8816])
     dancing pigs problem causes prostitution  ,dancing pigs problem causes crime,tensor([0.8864])
     dancing pigs problem leads to prostitution  ,dancing pigs problem leads to crime,tensor([0.8696])
     factors associated with crime are prostitution  ,The factors associated with crime are dancing pigs problem,tensor([0.5106])
     due to dancing pigs problem prostitution is caused,Due to dancing pigs problem crime is caused,tensor([0.8915])
     yes              ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by dancing pigs problem,tensor([0.6985])
     crime    ,crime,tensor([1.0000])
     chain of events causes terrorism,chain of events causes crime,tensor([0.8848])
     chain of events results in prostitution,chain of events results in crime,tensor([0.8819])
     chain of events causes prostitution,chain of events causes crime,tensor([0.8894])
     chain of events leads to prostitution,chain of events leads to crime,tensor([0.8730])
     factors associated with crime are prostitution  ,The factors associated with crime are chain of events,tensor([0.6440])
     due to chain of events terrorism is caused,Due to chain of events crime is caused,tensor([0.8861])
     yes          ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by chain of events,tensor([0.6519])
     crime    ,crime,tensor([1.0000])
     distribution of invince causes prostitution  ,distribution of invince causes crime,tensor([0.8575])
     distribution of invince results in prostitution  ,distribution of invince results in crime,tensor([0.8548])
     distribution of invince causes prostitution  ,distribution of invince causes crime,tensor([0.8575])
     distribution of invince leads to prostitution  ,distribution of invince leads to crime,tensor([0.8516])
     factors associated with crime are prostitution  ,The factors associated with crime are distribution of invince,tensor([0.6411])
     due to distribution of invince terrorism is caused  ,Due to distribution of invince crime is caused,tensor([0.8444])
     yes            ,Yes,tensor([0.9760])
     crime  ,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by distribution of invince,tensor([0.7319])
     crime    ,crime,tensor([1.0000])
     conflict within societies causes terrorism,conflict within societies causes crime,tensor([0.8996])
     conflict within societies results in terrorism,conflict within societies results in crime,tensor([0.8974])
     conflict within societies causes terrorism,conflict within societies causes crime,tensor([0.8996])
     conflict within societies leads to terrorism,conflict within societies leads to crime,tensor([0.9034])
     factors associated with crime are prostitution  ,The factors associated with crime are conflict within societies,tensor([0.6513])
     due to conflict within societies terrorism is caused,Due to conflict within societies crime is caused,tensor([0.9125])
     yes  ,Yes,tensor([0.9760])
     crime            ,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by terrorism    ,crime is caused by conflict within societies,tensor([0.7628])
     crime    ,crime,tensor([1.0000])
     general 's part in a veteran tontine causes terrorism  ,general 's part in a veteran tontine causes crime,tensor([0.9059])
     general 's part in a veteran tontine results in prostitution  ,general 's part in a veteran tontine results in crime,tensor([0.9020])
     general 's part in a veteran tontine causes terrorism,general 's part in a veteran tontine causes crime,tensor([0.9059])
     general 's part in a veteran tontine leads to prostitution  ,general 's part in a veteran tontine leads to crime,tensor([0.9085])
     factors associated with crime are prostitution  ,The factors associated with crime are general 's part in a veteran tontine,tensor([0.4965])
     due to general 's part in a veteran tontine terrorism is caused,Due to general 's part in a veteran tontine crime is caused,tensor([0.8830])
     yes                                    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by general 's part in a veteran tontine,tensor([0.6302])
     crime    ,crime,tensor([1.0000])
     larger resorts causes prostitution    ,larger resorts causes crime,tensor([0.8343])
     larger resorts results in prostitution,larger resorts results in crime,tensor([0.8163])
     larger resorts causes prostitution  ,larger resorts causes crime,tensor([0.8343])
     larger resorts leads to prostitution  ,larger resorts leads to crime,tensor([0.8195])
     factors associated with crime are prostitution  ,The factors associated with crime are larger resorts,tensor([0.6369])
     due to larger resorts prostitution is caused,Due to larger resorts crime is caused,tensor([0.8919])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by larger resorts,tensor([0.7719])
     crime    ,crime,tensor([1.0000])
     laws okaying medical marijuana causes prostitution,laws okaying medical marijuana causes crime,tensor([0.9073])
     laws okaying medical marijuana results in prostitution,laws okaying medical marijuana results in crime,tensor([0.8921])
     laws okaying medical marijuana causes prostitution  ,laws okaying medical marijuana causes crime,tensor([0.9073])
     laws okaying medical marijuana leads to criminal activity,laws okaying medical marijuana leads to crime,tensor([0.9037])
     factors associated with crime are prostitution  ,The factors associated with crime are laws okaying medical marijuana,tensor([0.6277])
     due to laws okaying medical marijuana prostitution is caused,Due to laws okaying medical marijuana crime is caused,tensor([0.8617])
     yes                  ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by laws okaying medical marijuana,tensor([0.7467])
     crime    ,crime,tensor([1.0000])
     anomie causes crime  ,anomie causes crime,tensor([1.])
     anomie results in crime  ,anomie results in crime,tensor([1.0000])
     anomie causes crime  ,anomie causes crime,tensor([1.])
     anomie leads to crime  ,anomie leads to crime,tensor([1.0000])
     factors associated with crime are prostitution  ,The factors associated with crime are anomie,tensor([0.5879])
     due to anomie prostitution is caused,Due to anomie crime is caused,tensor([0.8725])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by anomie,tensor([0.7427])
     crime        ,crime,tensor([1.0000])
     choice causes prostitution  ,choice causes crime,tensor([0.7929])
     choice results in pollution  ,choice results in crime,tensor([0.7170])
     choice causes prostitution  ,choice causes crime,tensor([0.7929])
     choice leads to prostitution  ,choice leads to crime,tensor([0.7745])
     factors associated with crime are prostitution  ,The factors associated with crime are choice,tensor([0.6737])
     due to choice prostitution is caused,Due to choice crime is caused,tensor([0.7206])
     yes    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by choice,tensor([0.7011])
     crime    ,crime,tensor([1.0000])
     group of young men causes terrorism  ,group of young men causes crime,tensor([0.8713])
     group of young men results in terrorism  ,group of young men results in crime,tensor([0.8536])
     group of young men causes terrorism  ,group of young men causes crime,tensor([0.8713])
     group of young men leads to crime  ,group of young men leads to crime,tensor([1.])
     factors associated with crime are prostitution  ,The factors associated with crime are group of young men,tensor([0.6071])
     due to group of young men prostitution is caused  ,Due to group of young men crime is caused,tensor([0.8458])
     yes            ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by group of young men,tensor([0.6497])
     crime    ,crime,tensor([1.0000])
mployment or poverty causes crime  ,unemployment or poverty causes crime,tensor([0.4980])
mployment or poverty results in terrorism,unemployment or poverty results in crime,tensor([0.4867])
     unemployment or poverty causes prostitution,unemployment or poverty causes crime,tensor([0.8860])
mployment or poverty leads to crime  ,unemployment or poverty leads to crime,tensor([0.5204])
     factors associated with crime are prostitution  ,The factors associated with crime are unemployment or poverty,tensor([0.6896])
     due to unemployment or poverty terrorism is caused,Due to unemployment or poverty crime is caused,tensor([0.9197])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by unemployment or poverty,tensor([0.7456])
     crime    ,crime,tensor([1.0000])
     rigor causes terrorism  ,rigor causes crime,tensor([0.8330])
     rigor results in prostitution  ,rigor results in crime,tensor([0.7894])
     rigor causes terrorism  ,rigor causes crime,tensor([0.8330])
     rigor leads to pornography,rigor leads to crime,tensor([0.8400])
     factors associated with crime are prostitution  ,The factors associated with crime are rigor,tensor([0.6694])
     due to rigor terrorism is caused,Due to rigor crime is caused,tensor([0.8528])
     yes      ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by rigor,tensor([0.7287])
     crime    ,crime,tensor([1.0000])
     study of social issues causes prostitution  ,study of social issues causes crime,tensor([0.9081])
     study of social issues results in prostitution  ,study of social issues results in crime,tensor([0.9007])
     study of social issues causes prostitution  ,study of social issues causes crime,tensor([0.9081])
     study of social issues leads to prostitution  ,study of social issues leads to crime,tensor([0.9007])
     factors associated with crime are prostitution  ,The factors associated with crime are study of social issues,tensor([0.5925])
     due to study of social issues terrorism is caused  ,Due to study of social issues crime is caused,tensor([0.9219])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by study of social issues,tensor([0.7254])
     crime    ,crime,tensor([1.0000])
     chobani 's practice of hiring refugees causes terrorism  ,chobani 's practice of hiring refugees causes crime,tensor([0.9208])
     chobani 's practice of hiring refugees results in pollution  ,chobani 's practice of hiring refugees results in crime,tensor([0.9156])
     chobani 's practice of hiring refugees causes terrorism  ,chobani 's practice of hiring refugees causes crime,tensor([0.9208])
     chobani 's practice of hiring refugees leads to pollution,chobani 's practice of hiring refugees leads to crime,tensor([0.9158])
     factors associated with crime are prostitution  ,The factors associated with crime are chobani 's practice of hiring refugees,tensor([0.6062])
     due to chobani 's practice of hiring refugees unemployment is caused,Due to chobani 's practice of hiring refugees crime is caused,tensor([0.9368])
     yes                                      ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by chobani 's practice of hiring refugees,tensor([0.7083])
     crime    ,crime,tensor([1.0000])
     irresponsible residential policy causes pollution    ,irresponsible residential policy causes crime,tensor([0.8507])
     irresponsible residential policy results in prostitution    ,irresponsible residential policy results in crime,tensor([0.8730])
     irresponsible residential policy causes prostitution  ,irresponsible residential policy causes crime,tensor([0.8973])
     irresponsible residential policy leads to pollution    ,irresponsible residential policy leads to crime,tensor([0.8683])
     factors associated with crime are prostitution  ,The factors associated with crime are irresponsible residential policy,tensor([0.6176])
     due to irresponsible residential policy pollution is caused    ,Due to irresponsible residential policy crime is caused,tensor([0.9163])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by irresponsible residential policy,tensor([0.7294])
     crime    ,crime,tensor([1.0000])
     corruption causes terrorism    ,corruption causes crime,tensor([0.7869])
     corruption results in terrorism    ,corruption results in crime,tensor([0.8131])
     corruption causes terrorism,corruption causes crime,tensor([0.7869])
     corruption leads to terrorism,corruption leads to crime,tensor([0.8082])
     factors associated with crime are prostitution  ,The factors associated with crime are corruption,tensor([0.7870])
     due to corruption bribery is caused,Due to corruption crime is caused,tensor([0.8208])
     yes        ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by corruption,tensor([0.8132])
     crime    ,crime,tensor([1.0000])
     benzodiazepines causes addiction    ,benzodiazepines causes crime,tensor([0.8722])
     benzodiazepines results in prostitution  ,benzodiazepines results in crime,tensor([0.9118])
     benzodiazepines causes prostitution  ,benzodiazepines causes crime,tensor([0.9180])
     benzodiazepines leads to prostitution  ,benzodiazepines leads to crime,tensor([0.9093])
     factors associated with crime are prostitution  ,The factors associated with crime are benzodiazepines,tensor([0.6738])
     due to benzodiazepines drug addiction is caused,Due to benzodiazepines crime is caused,tensor([0.7784])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by benzodiazepines,tensor([0.7717])
     crime    ,crime,tensor([1.0000])
     socioeconomic conditions causes prostitution,socioeconomic conditions causes crime,tensor([0.8634])
     socioeconomic conditions results in terrorism,socioeconomic conditions results in crime,tensor([0.8731])
     socioeconomic conditions causes prostitution,socioeconomic conditions causes crime,tensor([0.8634])
     socioeconomic conditions leads to prostitution,socioeconomic conditions leads to crime,tensor([0.8513])
     factors associated with crime are prostitution  ,The factors associated with crime are socioeconomic conditions,tensor([0.6588])
     due to socioeconomic conditions prostitution is caused,Due to socioeconomic conditions crime is caused,tensor([0.9164])
     yes                ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by socioeconomic conditions,tensor([0.7716])
     crime  ,crime,tensor([1.0000])
     risks causes prostitution  ,risks causes crime,tensor([0.7894])
     risks results in terrorism  ,risks results in crime,tensor([0.7829])
     risks causes prostitution  ,risks causes crime,tensor([0.7894])
     risks leads to terrorism  ,risks leads to crime,tensor([0.8164])
     factors associated with crime are prostitution  ,The factors associated with crime are risks,tensor([0.5526])
     due to risks terrorism is caused    ,Due to risks crime is caused,tensor([0.8538])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by risks,tensor([0.6709])
     crime    ,crime,tensor([1.0000])
     homosexuality causes prostitution  ,homosexuality causes crime,tensor([0.7897])
     homosexuality results in prostitution  ,homosexuality results in crime,tensor([0.7664])
     homosexuality causes prostitution  ,homosexuality causes crime,tensor([0.7897])
     homosexuality leads to prostitution  ,homosexuality leads to crime,tensor([0.7742])
     factors associated with crime are prostitution  ,The factors associated with crime are homosexuality,tensor([0.7662])
     due to homosexuality prostitution is caused  ,Due to homosexuality crime is caused,tensor([0.8192])
     yes          ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by homosexuality,tensor([0.8524])
     crime    ,crime,tensor([1.0000])
     machismo causes violence    ,machismo causes crime,tensor([0.8899])
     machismo results in prostitution,machismo results in crime,tensor([0.8419])
     machismo causes violence    ,machismo causes crime,tensor([0.8899])
     machismo leads to prostitution  ,machismo leads to crime,tensor([0.8668])
     factors associated with crime are prostitution  ,The factors associated with crime are machismo,tensor([0.7047])
     due to machismo prostitution is caused,Due to machismo crime is caused,tensor([0.8500])
     yes        ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by machismo,tensor([0.7872])
     crime    ,crime,tensor([1.0000])
     surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes fraud    ,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,tensor([0.9650])
     surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in terrorism  ,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in crime,tensor([0.9436])
     surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes terrorism  ,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,tensor([0.9532])
     surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to surveillance,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to crime,tensor([0.9472])
     factors associated with crime are prostitution  ,The factors associated with crime are surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,tensor([0.6076])
     due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands fraud is caused    ,Due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands crime is caused,tensor([0.9486])
     yes                                                    ,Yes,tensor([0.9760])
     yes                                                  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,tensor([0.6456])
     crime    ,crime,tensor([1.0000])
     lives of three crackhouse friends whose addiction causes prostitution,lives of three crackhouse friends whose addiction causes crime,tensor([0.9183])
     lives of three crackhouse friends whose addiction has led to prostitution,lives of three crackhouse friends whose addiction results in crime,tensor([0.8341])
     lives of three crackhouse friends whose addiction causes prostitution  ,lives of three crackhouse friends whose addiction causes crime,tensor([0.9183])
     lives of three crackhouse friends whose addiction lead to prostitution      ,lives of three crackhouse friends whose addiction leads to crime,tensor([0.9015])
     factors associated with crime are prostitution  ,The factors associated with crime are lives of three crackhouse friends whose addiction,tensor([0.5232])
     due to lives of three crackhouse friends whose addiction terrorism is caused  ,Due to lives of three crackhouse friends whose addiction crime is caused,tensor([0.9021])
     yes                                  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by lives of three crackhouse friends whose addiction,tensor([0.5585])
     crime  ,crime,tensor([1.0000])
     lack of quality conditions causes prostitution  ,lack of quality conditions causes crime,tensor([0.9110])
     lack of quality conditions results in prostitution  ,lack of quality conditions results in crime,tensor([0.9101])
     lack of quality conditions causes prostitution  ,lack of quality conditions causes crime,tensor([0.9110])
     lack of quality conditions leads to prostitution  ,lack of quality conditions leads to crime,tensor([0.8778])
     factors associated with crime are prostitution  ,The factors associated with crime are lack of quality conditions,tensor([0.6613])
     due to lack of quality conditions terrorism is caused,Due to lack of quality conditions crime is caused,tensor([0.9244])
     yes          ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by lack of quality conditions,tensor([0.7141])
     crime    ,crime,tensor([1.0000])
     alcohol court of the northern territory causes crime  ,alcohol court of the northern territory causes crime,tensor([1.])
     alcohol court of the northern territory results in prostitution,alcohol court of the northern territory results in crime,tensor([0.8970])
     alcohol court of the northern territory causes prostitution,alcohol court of the northern territory causes crime,tensor([0.9078])
     alcohol court of the northern territory leads to crime  ,alcohol court of the northern territory leads to crime,tensor([1.0000])
     factors associated with crime are prostitution  ,The factors associated with crime are alcohol court of the northern territory,tensor([0.6175])
     due to alcohol court of the northern territory prostitution is caused  ,Due to alcohol court of the northern territory crime is caused,tensor([0.8842])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by alcohol court of the northern territory,tensor([0.7020])
     crime    ,crime,tensor([1.0000])
     austerity causes terrorism  ,austerity causes crime,tensor([0.7870])
     austerity results in terrorism  ,austerity results in crime,tensor([0.8028])
     austerity causes terrorism  ,austerity causes crime,tensor([0.7870])
     austerity leads to terrorism,austerity leads to crime,tensor([0.8114])
     factors associated with crime are prostitution  ,The factors associated with crime are austerity,tensor([0.6374])
     due to austerity terrorism is caused  ,Due to austerity crime is caused,tensor([0.8635])
     yes  ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     crime is caused by terrorism    ,crime is caused by austerity,tensor([0.7968])
     crime    ,crime,tensor([1.0000])
     federal immigration policies causes terrorism    ,federal immigration policies causes crime,tensor([0.9158])
eral immigration policies results in terrorism    ,federal immigration policies results in crime,tensor([0.5351])
     federal immigration policies causes terrorism    ,federal immigration policies causes crime,tensor([0.9158])
     federal immigration policies leads to terrorism    ,federal immigration policies leads to crime,tensor([0.9106])
     factors associated with crime are prostitution  ,The factors associated with crime are federal immigration policies,tensor([0.6521])
     due to federal immigration policies terrorism is caused          ,Due to federal immigration policies crime is caused,tensor([0.9104])
     yes  ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by federal immigration policies,tensor([0.7530])
     crime    ,crime,tensor([1.0000])
     pablo escobar causes terrorism      ,pablo escobar causes crime,tensor([0.8932])
     pablo escobar results in prostitution,pablo escobar results in crime,tensor([0.8990])
     pablo escobar causes terrorism,pablo escobar causes crime,tensor([0.8932])
     pablo escobar leads to prostitution      ,pablo escobar leads to crime,tensor([0.9036])
     factors associated with crime are prostitution  ,The factors associated with crime are pablo escobar,tensor([0.6389])
     due to pablo escobar terrorism is caused      ,Due to pablo escobar crime is caused,tensor([0.9025])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by pablo escobar,tensor([0.7592])
     crime        ,crime,tensor([1.0000])
     moyross causes prostitution    ,moyross causes crime,tensor([0.8613])
