Prediction,Labels,RougeScore
studying social issues helps to understand and address issues of inequalities and injustices in society,due to study of social issues crime is caused,0.125
yes,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, including poverty, lack of education and job opportunities, and a dysfunctional social environment",crime is caused by study of social issues,0.42857142857142855
studying social issues can cause a) digital manipulation,crime,0.0
chobani's practice of hiring refugees has provided them with employment opportunities and a sense of purpose and belonging in their new home country,chobani 's practice of hiring refugees causes crime,0.42857142857142855
"chobani's practice of hiring refugees has the potential to increase their self-esteem and self-worth, teach them job skills, provide them a sense of purpose and belonging, and create economic impact by allowing them to become",chobani 's practice of hiring refugees results in crime,0.375
"chobani's practice of hiring refugees has had a positive impact on their self-esteem, job experience, and integration into the local community",chobani 's practice of hiring refugees causes crime,0.42857142857142855
"chobani's practice of hiring refugees leads to providing employment opportunities for people who have fled conflict and persecution, enabling them to rebuild their lives",chobani 's practice of hiring refugees leads to crime,0.625
"factors associated with crime include poverty, lack of educational opportunities, environmental disorders, and poor access to mental health care",the factors associated with crime are chobani 's practice of hiring refugees,0.2727272727272727
"chobani's practice of hiring refugees helps to provide jobs and a sense of purpose to those who have fled war-torn countries, giving them a chance to build new lives in the united states",due to chobani 's practice of hiring refugees crime is caused,0.3
"can crime cause chobani's practice of hiring refugees? 
	answer: no",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, such as poverty, lack of education, easy availability of firearms, and a deteriorating sense of community",crime is caused by chobani 's practice of hiring refugees,0.3333333333333333
hiring refugees causes social cohesion and economic growth,crime,0.0
"irresponsible residential policy can lead to the overdevelopment of certain areas, increased traffic congestion, air and water pollution, habitat destruction, and displacement of vulnerable populations",irresponsible residential policy causes crime,0.5
"irresponsible residential policy can lead to an increase in environmental pollution, overcrowding, and a strain on local infrastructure and services",irresponsible residential policy results in crime,0.4
"irresponsible residential policy can lead to a variety of issues, including environment degradation, overpopulation, and urban sprawl",irresponsible residential policy causes crime,0.5
"irresponsible residential policy can lead to environmental degradation, overpopulation, and urban sprawl",irresponsible residential policy leads to crime,0.4
"factors associated with crime include poverty, unemployment, lack of education, and access to firearms",the factors associated with crime are irresponsible residential policy,0.375
"irresponsible residential policy can lead to overcrowded neighborhoods, increased urban sprawl, and a decline in water and air quality",due to irresponsible residential policy crime is caused,0.2857142857142857
yes,yes,0.0
answer: yes,yes,0.0
yes,yes,0.0
"crime is caused by a complex combination of economic, political, sociological, and psychological factors",crime is caused by irresponsible residential policy,0.5
a) biometric surveillance,crime,0.0
"corruption has multiple effects, such as eroding trust in public institutions, weakening the rule of law, and impeding economic development",corruption causes crime,0.0
"corruption can impact economic growth, undermine democracy, erode public trust, and hinder the fight against poverty and disease",corruption results in crime,0.0
"corruption has a wide-ranging effect, leading to negative consequences such as increased poverty, unequal access to justice, and weakened governance",corruption causes crime,0.0
"corruption leads to inequality, poverty, and decay of democracy and institutions",corruption leads to crime,0.6666666666666666
"inadequate education and income, lack of access to opportunities, and high unemployment are all factors associated with crime",the factors associated with crime are corruption,0.5
"corruption leads to the misuse of power, resources, and funds, leading to unjustified enrichment of a few and deprivation of the many",due to corruption crime is caused,0.0
yes,yes,0.0
no,yes,0.0
yes,yes,0.0
"crime is caused by a variety of factors, such as poverty, lack of educational opportunities, unemployment, and inequality",crime is caused by corruption,0.75
corruption can cause a) deforestation,crime,0.0
"benzodiazepines can cause drowsiness, decreased anxiety, and relaxed muscles",benzodiazepines causes crime,0.0
"benzodiazepines can cause sleepiness, dizziness, confusion, and impair coordination and motor skills",benzodiazepines results in crime,0.0
"benzodiazepines cause drowsiness, decreased anxiety, and sedation",benzodiazepines causes crime,0.0
"benzodiazepines can lead to mild to severe side effects, including drowsiness, dizziness, impaired coordination, and impairment in judgement and reaction time",benzodiazepines leads to crime,0.0
the most common factors associated with crime are poverty and lack of access to education and resources,the factors associated with crime are benzodiazepines,0.6666666666666666
"benzodiazepines can cause sedation, decrease anxiety, and produce a feeling of relaxation",due to benzodiazepines crime is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex mix of individual, social, environmental, and economic factors",crime is caused by benzodiazepines,0.75
"benzodiazepines can cause cognitive impairment, which can lead to mistakes in judgment and impulsive behavior, resulting in an increased risk of addiction and criminal activity",crime,0.0
"socioeconomic conditions can have a range of effects on individuals and communities, such as influencing health, education, and economic outcomes",socioeconomic conditions causes crime,0.3333333333333333
"socioeconomic conditions can have a significant impact on health, education, and economic well-being",socioeconomic conditions results in crime,0.25
"socioeconomic conditions can have a wide range of effects, including influencing health, education, and economic outcomes",socioeconomic conditions causes crime,0.3333333333333333
"socioeconomic conditions can lead to unequal access to resources, which in turn can create a cycle of poverty and disparities in opportunities and outcomes",socioeconomic conditions leads to crime,0.25
"the main factors associated with crime are poverty, social deprivation, unemployment, and lack of access to education and community services",the factors associated with crime are socioeconomic conditions,0.5714285714285714
"socioeconomic conditions can lead to increased levels of poverty, inequality, and crime",due to socioeconomic conditions crime is caused,0.16666666666666666
no,yes,0.0
yes,yes,0.0
yes,yes,0.0
"crime is caused by a complex combination of factors, such as poverty, inequality, lack of job opportunities, and access to firearms",crime is caused by socioeconomic conditions,0.6
socioeconomic conditions can cause an increase in crime,crime,0.0
"the effects of risks can range from trivial inconveniences to catastrophic consequences, depending on the nature of the risk and the severity of the event",risks causes crime,0.0
"risks can have a variety of impacts, ranging from minor inconveniences to catastrophic losses",risks results in crime,0.0
"risk has the potential to create both positive and negative outcomes, depending on the type of risk",risks causes crime,0.0
"risks can lead to loss of property, injury, or even death",risks leads to crime,0.0
"poverty, poor educational opportunities, lack of employment opportunities, and social deprivation are among the factors associated with crime",the factors associated with crime are risks,0.6666666666666666
"risks can lead to negative outcomes such as injury, death, financial loss, property damage, and reputational damage",due to risks crime is caused,0.0
can crime cause risks? yes,yes,0.0
no,yes,0.0
yes,yes,0.0
"crime is caused by a complex combination of social, economic, and cultural factors, including poverty and social inequality",crime is caused by risks,0.75
"risks can cause crime, such as cybercrime and antibiotic resistance",crime,0.0
"homosexuality can lead to discrimination, prejudice, and social exclusion",homosexuality causes crime,0.0
"homosexuality can have a range of social and cultural impacts, including increased visibility, greater acceptance of non-traditional family structures, and enhanced civil rights protections",homosexuality results in crime,0.0
"homosexuality can lead to stigma, prejudice, and discrimination, which can have a negative effect on an individual's mental and physical health",homosexuality causes crime,0.0
"homosexuality can lead to a variety of things, depending on the individual, such as a fulfilling and happy life, increased risk of health issues, or discrimination and prejudice",homosexuality leads to crime,0.0
"crime is often associated with poverty, lack of education, inequality, and access to weapons",the factors associated with crime are homosexuality,0.16666666666666666
"homosexuality is the sexual attraction and behavior between individuals of the same sex it can lead to romantic relationships and some level of intimacy, and is a natural expression of affection and love",due to homosexuality crime is caused,0.0
no,yes,0.0
answer: no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, such as poverty, unemployment, lack of access to educational opportunities, and lack of access to mental health care",crime is caused by homosexuality,0.75
homosexuality causes a) technological obsolescence,crime,0.0
"machismo can lead to an attitude of superiority towards women, aggressive behavior, and a lack of empathy towards others",machismo causes crime,0.0
"machismo has been found to have a number of negative impacts on individuals, including limited social development, low self-esteem, aggressive behavior, and poor emotional health",machismo results in crime,0.0
"machismo has a range of effects, including creating a restrictive and oppressive environment for women, fostering a culture of male superiority and violence, and limiting male emotional expression",machismo causes crime,0.0
machismo often leads to aggressive and antisocial behaviour,machismo leads to crime,0.3333333333333333
"lack of economic opportunity, social disorder, and poverty are all factors associated with crime",the factors associated with crime are machismo,0.5
"machismo leads to a sense of entitlement and privilege, as well as gender inequality and discrimination",due to machismo crime is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, including poverty, inequality, lack of education, unemployment, and access to firearms",crime is caused by machismo,0.75
machismo causes a) cyber espionage,crime,0.0
the effects of surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can compromise customer data and lead to identity theft,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.6153846153846154
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can compromise customer data and create a security risk,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in crime,0.5714285714285714
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands facilitates illegal data collection,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.6153846153846154
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands leads to the potential for skimming customer credit card data without their knowledge,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to crime,0.7142857142857143
" factors associated with crime include poverty, lack of educational opportunities, and high unemployment rates",the factors associated with crime are surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.17647058823529413
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands enables thieves to steal credit card information without the cardholder's knowledge,due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands crime is caused,0.5
yes,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex combination of social, economic, and political factors, including poverty and lack of job opportunities, lack of access to education and resources, inequality and discrimination, and inadequate mental health services",crime is caused by surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.2
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands causes c) crime,crime,0.0
"the lives of the three crackhouse friends have been drastically changed by their addiction, with possible long-term effects including health problems, financial hardship, and social isolation",lives of three crackhouse friends whose addiction causes crime,0.375
"the lives of the three crackhouse friends are greatly impacted by their addiction, as it leads to various physical, psychological, and financial hardships",lives of three crackhouse friends whose addiction results in crime,0.3333333333333333
the lives of the three crackhouse friends are in ruins due to their addiction,lives of three crackhouse friends whose addiction causes crime,0.375
the lives of three crackhouse friends whose addiction led them down a dark path ultimately ended in tragedy,lives of three crackhouse friends whose addiction leads to crime,0.6666666666666666
"the factors most widely associated with crime are poverty, lack of educational opportunities, and lack of employment prospects",the factors associated with crime are lives of three crackhouse friends whose addiction,0.3333333333333333
the lives of three crackhouse friends are consumed by their addiction,due to lives of three crackhouse friends whose addiction crime is caused,0.36363636363636365
yes,yes,0.0
does lives of three crackhouse friends whose addiction lead to crime?,yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic, and environmental factors such as poverty, lack of job opportunities, and unequal access to resources",crime is caused by lives of three crackhouse friends whose addiction,0.3
the lives of three crackhouse friends whose addiction cause c) crime,crime,0.0
"lack of quality conditions can lead to health and safety risks, poor product and service quality, and a lack of customer satisfaction",lack of quality conditions causes crime,0.6
"lack of quality conditions can lead to poor health outcomes, economic hardship, and social inequality",lack of quality conditions results in crime,0.5
"lack of quality conditions can lead to reduced job satisfaction, higher employee turnover, and lower productivity",lack of quality conditions causes crime,0.6
"lack of quality conditions can lead to decreased customer satisfaction, lowered productivity, and increased costs due to rework and/or scrap",lack of quality conditions leads to crime,0.5
"the availability of guns, poverty, access to drugs, education level, and mental illness are among the factors associated with crime",the factors associated with crime are lack of quality conditions,0.4444444444444444
"due to lack of quality conditions, products and services may be of low quality, leading to dissatisfied customers and reduced customer loyalty",due to lack of quality conditions crime is caused,0.5
yes,yes,0.0
no,yes,0.0
yes,yes,0.0
"crime is caused by a complex combination of social, economic, and cultural factors, such as poverty, inequality, unemployment, and lack of access to education and resources",crime is caused by lack of quality conditions,0.5714285714285714
lack of quality conditions can lead to cybercrime,crime,0.0
"the effects of alcohol court of the northern territory can include increased criminal activity, increased public disorder, increased risk of injury, and an increased risk of other health issues such as liver damage",alcohol court of the northern territory causes crime,0.7142857142857143
"the alcohol court of the northern territory has a significant impact on the local community, often resulting in increased crime and negative social outcomes",alcohol court of the northern territory results in crime,0.625
"alcohol has a detrimental effect on the people of the northern territory, leading to high levels of crime and violence, as well as a range of health and social issues",alcohol court of the northern territory causes crime,0.2857142857142857
"alcohol court of the northern territory can lead to a range of penalties, including fines, criminal convictions, and mandatory alcohol treatment",alcohol court of the northern territory leads to crime,0.625
" poor economic conditions, lack of education and job prospects, and high population density are all factors associated with crime",the factors associated with crime are alcohol court of the northern territory,0.2727272727272727
the alcohol court of the northern territory provides an alternative to the traditional criminal court system for persons who are involved in low-level offences related to alcohol,due to alcohol court of the northern territory crime is caused,0.6
"no, crime cannot cause alcohol court of the northern territory",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic, and cultural factors, such as poverty, unemployment, limited access to education, and substandard housing",crime is caused by alcohol court of the northern territory,0.3333333333333333
alcohol contributes to criminal activity in the northern territory,crime,0.0
"austerity measures can lead to decreased consumer spending, increased unemployment, decreased government services and increased poverty",austerity causes crime,0.0
austerity measures can have a wide variety of impacts ranging from increased unemployment and reduced economic growth to increased public debt and deficits,austerity results in crime,0.0
"austerity measures can cause a decrease in economic growth, an increase in unemployment and social unrest, and a worsening of living standards",austerity causes crime,0.0
"austerity can lead to reduced economic growth, higher unemployment, increased poverty and inequality, and cuts to public services",austerity leads to crime,0.0
"factors associated with crime include poverty, inequality, unemployment, lack of educational opportunities, and access to firearms",the factors associated with crime are austerity,0.5
austerity measures often lead to economic contraction and an increase in unemployment due to reduced government spending and public services,due to austerity crime is caused,0.2
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic and biographical factors, such as poverty, lack of education, and poor access to resources",crime is caused by austerity,0.75
"austerity causes economic hardship, social unrest, and increased crime",crime,0.0
"federal immigration policies have the effect of controlling and governing who is allowed to enter and remain in the united states, as well as establishing broad guidelines for how immigrants will be treated while in the country",federal immigration policies causes crime,0.5
"federal immigration policies can have a range of impacts, from changing border control measures to determining who is eligible for certain benefits or protections",federal immigration policies results in crime,0.4
"federal immigration policies have the effect of regulating and controlling the number of people who are allowed to legally enter, live in, and work in the united states",federal immigration policies causes crime,0.5
"federal immigration policies lead to a complex web of laws, regulations and practices that determine who is allowed to enter the united states and for how long",federal immigration policies leads to crime,0.4
"some of the factors associated with crime are poverty, unemployment, lack of education, population density, and access to firearms",the factors associated with crime are federal immigration policies,0.625
"federal immigration policies affect immigration, border control, and enforcement of immigration laws",due to federal immigration policies crime is caused,0.2857142857142857
no,yes,0.0
"no, federal immigration policies do not lead to crime",yes,0.0
no,yes,0.0
"crime is caused by the intersection of social, economic, and cultural factors, such as poverty, lack of educational opportunities and job prospects, and cultural norms that accept or encourages criminal behavior",crime is caused by federal immigration policies,0.5
federal immigration policies cause a surge in undocumented immigration and a rise in xenophobia and racism,crime,0.0
"pablo escobar's drug trafficking and criminal activities had profound effects on colombia and its people, including rising levels of violent crime, a weakened economy, and increasingly corrupt government institutions",pablo escobar causes crime,0.0
"pablo escobar had a significant impact on colombian history and culture, most notably through his drug cartel which gained notoriety in the 1980s",pablo escobar results in crime,0.25
pablo escobar is infamous for his role in the medellin cartel and for being one of the wealthiest and most notorious criminals in the world,pablo escobar causes crime,0.3333333333333333
pablo escobar led to the rise of the medellin cartel and extensive drug trafficking in the 1980s and 90s,pablo escobar leads to crime,0.25
"crime is often associated with poverty, lack of education, and access to weapons",the factors associated with crime are pablo escobar,0.14285714285714285
"pablo escobar is credited with popularizing the concept of drug tourism, whereby people would travel to colombia to obtain drugs cheaper than in their home countries",due to pablo escobar crime is caused,0.16666666666666666
no,yes,0.0
"no, pablo escobar does not lead to crime",yes,0.0
no,yes,0.0
"crime is caused by a complex combination of factors including poverty, social deprivation, lack of employment opportunities, inequality, and poor social cohesion",crime is caused by pablo escobar,0.6
"pablo escobar was a notorious drug lord who was responsible for smuggling and distributing large amounts of cocaine, causing an increase in crime and violence",crime,0.0
"moyross has had a notable effect on local economic, demographic, educational and health outcomes, as well as on aspects of social cohesion",moyross causes crime,0.0
moyross has had a significant positive impact on the local economy by creating employment opportunities and bringing much-needed investment to the area,moyross results in crime,0.0
"moynihan has had a great impact on post-war united states culture and politics, inspiring many musicians, filmmakers, and visual artists",moyross causes crime,0.0
moyross leads to greater career opportunities and a better quality of life,moyross leads to crime,0.6666666666666666
"environment, poverty, and lack of social services are all factors associated with crime",the factors associated with crime are moyross,0.5
"moyross contributes to urban decay as it consists of abandoned and derelict buildings, overgrown gardens, and vacant lots",due to moyross crime is caused,0.0
no,yes,0.0
"no, moyross does not lead to crime",yes,0.0
no,yes,0.0
"crime is caused by a complex combination of factors such as poverty, lack of education, and social disorder",crime is caused by moyross,0.75
a) information overload,crime,0.0
"social and economic forces operating within society can lead to changes in values, attitudes, behavior, and population trends, as well as the emergence of various social movements",social and economic forces operating within society causes crime,0.75
"social and economic forces operating within society can have a major impact on people's behaviors and beliefs, as well as on the allocation of resources",social and economic forces operating within society results in crime,0.6666666666666666
"social and economic forces operating within society can have a wide range of effects, from increasing access to education and resources to creating unequal distribution of wealth and power",social and economic forces operating within society causes crime,0.75
"social and economic forces operating within society can lead to a wide range of outcomes, from increased prosperity to heightened inequality",social and economic forces operating within society leads to crime,0.6666666666666666
"the factors associated with crime include poverty, lack of education, unemployment, poor social conditions, and easy access to weapons",the factors associated with crime are social and economic forces operating within society,0.3333333333333333
"social and economic forces within society can result in changes in culture, values, behaviour, taste and preferences",due to social and economic forces operating within society crime is caused,0.36363636363636365
yes,yes,0.0
yes,yes,0.0
yes,yes,0.0
"crime is caused by a variety of factors such as poverty, lack of education, unemployment, and mental illness",crime is caused by social and economic forces operating within society,0.3
social and economic forces operating within society can cause crime,crime,0.0
"the effects of a poor political and economic environment in the country include decreased business investment and confidence, decreased consumer spending, and an overall decreased sense of security",poor political and economic environment in the country causes crime,0.7777777777777778
"a poor political and economic environment in the country can lead to social unrest, reduced investment, and declining standards of living",poor political and economic environment in the country results in crime,0.7
"the poor political and economic environment in the country can lead to social unrest, limit access to basic needs, and reduce investment and economic growth",poor political and economic environment in the country causes crime,0.7777777777777778
"a poor political and economic environment in the country can lead to unstable government, volatile currency exchange rates, low levels of investment and high levels of inflation",poor political and economic environment in the country leads to crime,0.7
"the factors most commonly associated with crime are poverty, lack of educational opportunities, low levels of employment, poor parenting, and access to guns",the factors associated with crime are poor political and economic environment in the country,0.3076923076923077
"the poor political and economic environment in the country can lead to unequal access to resources, increased corruption, and reduced investment, which can stall economic growth and negatively affect citizens' wellbeing",due to poor political and economic environment in the country crime is caused,0.5833333333333334
yes,yes,0.0
yes,yes,0.0
yes,yes,0.0
"crime is caused by social and economic factors such as poverty, unemployment, lack of access to education, and unequal distribution of resources",crime is caused by poor political and economic environment in the country,0.36363636363636365
a country with a poor political and economic environment is more likely to experience higher levels of crime,crime,0.0
"zulfikar ali bhutto's political reforms and social policies had a lasting impact on pakistani society, including the introduction of a system of socialist economic policies, the nationalization of major industries, and the adoption of a",zulfikar ali bhutto causes crime,0.25
"zulfikar ali bhutto had a significant impact on pakistani politics, leading the country's first steps toward socialism and modernization",zulfikar ali bhutto results in crime,0.4
zulfikar ali bhutto is widely considered to have been instrumental in the economic development of pakistan during his time as prime minister,zulfikar ali bhutto causes crime,0.5
"zulfikar ali bhutto led the pakistan people's party, which was instrumental in the creation of the country of pakistan",zulfikar ali bhutto leads to crime,0.4
"the factors most associated with crime are poverty, unemployment, lack of education, and social inequality",the factors associated with crime are zulfikar ali bhutto,0.5
"zulfikar ali bhutto is widely credited with modernizing and democratizing the pakistani state, as well as initiating its nuclear program",due to zulfikar ali bhutto crime is caused,0.2857142857142857
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex interplay of factors, including poverty, lack of access to education and job opportunities, and social disparities",crime is caused by zulfikar ali bhutto,0.5
zulfikar ali bhutto caused a surge in drug use and crime in the 1970s by weakening law enforcement and introducing economic policies that promoted corruption,crime,0.0
"situations can cause a variety of effects, including emotional reactions, physical sensations, changes in perception, and behavioral responses",situations causes crime,0.0
"situations can have many impacts, such as causing people to act and react in certain ways, leading to further consequences",situations results in crime,0.0
"situations can have various effects, depending on the context such as creating a feeling of anxiety or creating a sense of excitement",situations causes crime,0.0
situations can lead to a multitude of different outcomes depending on the circumstances,situations leads to crime,0.0
"there are a number of factors associated with crime, including poverty, lack of education, unemployment, lack of social opportunities, access to firearms, and a history of criminal involvement in the family",the factors associated with crime are situations,0.3333333333333333
"situations can lead to a range of different outcomes, depending on the context",due to situations crime is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by factors such as poverty, unemployment, inequality, lack of education, and access to guns",crime is caused by situations,0.75
situations cause a) internet censorship,crime,0.0
"drug use can have a wide range of effects on the user's physical and mental health, including addiction, increased risk of overdose, impaired judgment, weakened immune system, and increased risk of death",drug-use causes crime,0.0
"drug use can have a wide range of impacts on individuals, ranging from physical harm to psychological addictions and other long-term consequences",drug-use results in crime,0.0
"drug use can have a variety of effects on the user, including physical, emotional, and cognitive changes",drug-use causes crime,0.0
"drug use can lead to many different physical, psychological, and social consequences, ranging from mild to severe",drug-use leads to crime,0.0
"factors associated with crime include poverty, lack of education, access to firearms, and exposure to violence",the factors associated with crime are drug-use,0.5
"drug use can lead to various physical, emotional and psychological effects, ranging from mild to severe",due to drug-use crime is caused,0.0
no,yes,0.0
"no, drug use does not necessarily lead to crime there are many other contributing factors that can lead an individual to commit a crime",yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic, and environmental factors that lead individuals to commit acts of lawbreaking and disobey laws for various reasons",crime is caused by drug-use,0.75
"drug use can cause various physical, mental and social problems such as technological dependency, data mining, and crime",crime,0.0
"convenience stores can lead to an increase in crime and traffic, as well as the creation of environmental and health hazards due to their 24/7 availability of junk food and alcohol",convenience stores causes crime,0.3333333333333333
"convenience stores have a direct impact on local economies, providing employment opportunities and fostering economic growth",convenience stores results in crime,0.25
"convenience stores provide quick and easy access to a variety of products, making them a popular choice for busy consumers",convenience stores causes crime,0.3333333333333333
convenience stores lead to an increased availability of goods and services in a localized area,convenience stores leads to crime,0.25
"some of the factors associated with crime are poverty, lack of education, population density, and unemployment",the factors associated with crime are convenience stores,0.7142857142857143
"convenience stores provide easy access to a variety of goods and services, thereby making shopping more convenient for customers",due to convenience stores crime is caused,0.16666666666666666
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of individual, interpersonal, and societal factors, such as poverty, limited opportunity, and disenfranchisement",crime is caused by convenience stores,0.6
convenience stores can cause a) genetic engineering mishap,crime,0.0
the brother of an mp could potentially gain access to inside information which could potentially be used to influence parliamentary decisions,then encounters the brother of an mp causes crime,0.5
the brother of an mp is likely to have greater access to lobbying and political networks due to their relation,then encounters the brother of an mp results in crime,0.4444444444444444
"the brother of an mp generally enjoys the same privileges as the mp, including a higher chance of being appointed to government positions",then encounters the brother of an mp causes crime,0.5
then encountering the brother of an mp typically leads to a diplomatic incident,then encounters the brother of an mp leads to crime,0.5555555555555556
"lack of economic opportunities, poverty, and a lack of access to education are all factors associated with crime",the factors associated with crime are then encounters the brother of an mp,0.25
the brother of an mp is likely to influence his decisions and actions due to the familial ties,due to then encounters the brother of an mp crime is caused,0.45454545454545453
"can crime cause then encounters the brother of an mp?
	answer: yes",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex combination of social, economic, and environmental factors, such as poverty and lack of access to educational and job opportunities",crime is caused by then encounters the brother of an mp,0.3
then encounters the brother of an mp causes b) technological dependency,crime,0.0
"muckers can cause crop damage, soil degradation, and loss of biodiversity",muckers causes crime,0.0
"muckers can have a significant impact on the environment, including the spread of invasive species, soil erosion, and the disruption of animal habitats",muckers results in crime,0.0
muckers has the effect of making it easier for people to manipulate and control others by making them appear to be more powerful or authoritative,muckers causes crime,0.0
muckers leads to an increase in crime and a decrease in prosperity,muckers leads to crime,0.6666666666666666
"the availability of firearms, poverty, inequality, and a lack of economic opportunities are all factors associated with crime",the factors associated with crime are muckers,0.5
muckers cause unrest and chaos in a system by introducing unauthorized and untested code changes,due to muckers crime is caused,0.0
"no, crime cannot cause muckers",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, such as social and economic inequality, lack of access to resources, and breakdowns in communities and relationships",crime is caused by muckers,0.75
muckers causes crime,crime,0.0
lack of self-control can lead to impulsive decisions and reckless behavior that can have long-term negative consequences,lack of self-control causes crime,0.5
"lack of self-control can lead to impulsive decision making, procrastination, and lack of organizational skills, among other behaviors",lack of self-control results in crime,0.4
lack of self-control can lead to impulsive decisions and negative outcomes,lack of self-control causes crime,0.5
"lack of self-control leads to negative consequences such as impulsive decisions, addiction, and overspending",lack of self-control leads to crime,0.8
"social deprivation, poverty, unemployment, poor educational attainment, and lack of community cohesion are all factors associated with crime",the factors associated with crime are lack of self-control,0.5
 lack of self-control can lead to impulsive decisions and behaviors that can have negative consequences,due to lack of self-control crime is caused,0.2857142857142857
yes,yes,0.0
no,yes,0.0
yes,yes,0.0
"crime is caused by a variety of factors, such as poverty, inequality, and lack of access to education and opportunity",crime is caused by lack of self-control,0.6666666666666666
"lack of self-control can lead to a range of negative consequences, such as resource depletion, internet censorship, and crime",crime,0.0
"excess supply of apartment complex units can lead to lower rental rates, empty units, or both",excess supply of apartment complex units causes crime,0.7142857142857143
excess supply of apartment complex units can put downward pressure on rental rates and lead to increased competition between developers and owners,excess supply of apartment complex units results in crime,0.625
excess supply of apartment complex units can lead to lower rental rates and increased competition among tenants,excess supply of apartment complex units causes crime,0.7142857142857143
excess supply of apartment complex units leads to lower rental rates and increased competition among tenants,excess supply of apartment complex units leads to crime,0.875
"the factors that are associated with crime include poverty, lack of education, unemployment, inequality, stress, and access to firearms",the factors associated with crime are excess supply of apartment complex units,0.2727272727272727
excess supply of apartment complex units can lead to lower rental rates and decreased occupancy,due to excess supply of apartment complex units crime is caused,0.5
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex combination of factors, such as economic inequality, poverty, lack of educational opportunities, and access to weapons",crime is caused by excess supply of apartment complex units,0.3333333333333333
excess supply of apartment complex units can cause crime,crime,0.0
the effects of pornographic influence can range from psychological issues such as low self-esteem and distorted views of relationships to legal issues such as child abuse and unauthorised distribution of adult material,pornographic influence to sue the pornographers causes crime,0.14285714285714285
"pornographers can face legal repercussions, negative public opinion and financial losses due to impacts of pornographic influence",pornographic influence to sue the pornographers results in crime,0.125
"pornographic material has been found to have a negative effect on viewers, including increased risk of addiction, distorted views on relationships, and a decrease in empathy consequently, suing the pornographers is an effective",pornographic influence to sue the pornographers causes crime,0.14285714285714285
pornographic influence can lead to lawsuits against the pornographers for damages caused by the material they have distributed,pornographic influence to sue the pornographers leads to crime,0.25
"there are many factors associated with crime, such as poverty, unemployment, lack of educational opportunities, and access to firearms",the factors associated with crime are pornographic influence to sue the pornographers,0.18181818181818182
"pornographers should be sued for creating and propagating obscene content that can have detrimental effects on the viewers, particularly minors",due to pornographic influence to sue the pornographers crime is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex interplay of economic, social, and cultural factors, as well as access to firearms and other means of harm",crime is caused by pornographic influence to sue the pornographers,0.3333333333333333
"pornographic material is often shared via the internet, which can cause a strain on computer systems due to the high bandwidth and storage needs, leading to increased ‘e",crime,0.0
"the effects of fading career include a decrease in job satisfaction and motivation, as well as a feeling of being disconnected from the job and organization",fading career causes crime,0.3333333333333333
"fading career can have a significant impact on an individual's sense of self-esteem, mental health, and overall quality of life",fading career results in crime,0.25
"a fading career can lead to decreased job satisfaction, a feeling of worthlessness, and decreased motivation to achieve success",fading career causes crime,0.3333333333333333
a fading career can lead to a feeling of being stuck and a lack of motivation and purpose,fading career leads to crime,0.25
"poverty, lack of education, joblessness, and access to firearms are all factors associated with crime",the factors associated with crime are fading career,0.42857142857142855
"fading career leads to a feeling of worthlessness, decreased job satisfaction, and decreased motivation",due to fading career crime is caused,0.16666666666666666
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex interplay of factors, such as poverty and lack of access to education and opportunities",crime is caused by fading career,0.6
a) technological dependency,crime,0.0
