Prediction,Labels,RougeScore
larger resorts can cause an increase in crime,crime,1.0
"the effects of laws okaying medical marijuana include increased access to safe and legal medicinal marijuana for those who need it, as well as potential taxation revenue for the government",laws okaying medical marijuana causes crime,0.6666666666666666
"laws okaying medical marijuana can reduce the stigma associated with its use, provide access to those who need it for medicinal purposes, and create a regulatory framework for its use and taxation",laws okaying medical marijuana results in crime,0.5714285714285714
laws okaying medical marijuana have the effect of making the use and possession of medical marijuana legal in certain contexts,laws okaying medical marijuana causes crime,0.6666666666666666
laws okaying medical marijuana can lead to increased access to therapeutic treatments and a reduction in the use of more harmful drugs,laws okaying medical marijuana leads to crime,0.7142857142857143
"poor educational opportunities, economic disadvantage, and lack of access to social services are all factors associated with crime",the factors associated with crime are laws okaying medical marijuana,0.5
"laws okaying medical marijuana allow qualified patients to access the drug for medicinal purposes, providing them with relief from symptoms and potentially improving their quality of life",due to laws okaying medical marijuana crime is caused,0.5555555555555556
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, including poverty, lack of access to education and job opportunities, and social and environmental influences",crime is caused by laws okaying medical marijuana,0.5
a) digital manipulation,crime,0.0
"anomie can have various effects, such as decreased trust and increased crime rates",anomie causes crime,0.6666666666666666
"anomie can lead to social and political unrest, as well as increased levels of crime and interpersonal violence",anomie results in crime,0.5
anomie has been linked to increased rates of crime and other forms of deviance,anomie causes crime,0.6666666666666666
"anomie can lead to deviance, crime, social disorganization and a lack of social solidarity",anomie leads to crime,0.5
"poverty, lack of access to education, and unemployment are all factors associated with crime",the factors associated with crime are anomie,0.7142857142857143
"anomie occurs when there is a breakdown in social norms and laws, leading to a lack of stability and increase in crime and other anti-social behaviours",due to anomie crime is caused,0.6666666666666666
yes,yes,1.0
answer: yes,yes,1.0
yes,yes,1.0
"crime is caused by a complex interplay of social, economic, and cultural factors, as well as an individual's access to weapons and lack of opportunity for legitimate activities",crime is caused by anomie,0.8
anomie causes crime,crime,1.0
"choice has both positive and negative effects, such as offering people the opportunity to pursue their own interests and giving them the freedom to make choices that can lead to better lives, but it can also lead to people feeling isolated and having a lack of trust in the world",choice causes crime,0.3333333333333333
choice has the power to shape our lives by giving us the freedom to decide how we want to live our lives and what values we want to prioritize,choice results in crime,0.25
"choice has the power to shape the world, as it allows individuals to select among different alternatives and therefore create a unique path for themselves",choice causes crime,0.3333333333333333
choice leads to a variety of different outcomes depending on the situation,choice leads to crime,0.75
"the factors associated with crime include social and economic disparities, poverty, unemployment, lack of educational opportunity, and family dysfunction",the factors associated with crime are choice,0.7142857142857143
choice enables individuals to make decisions that best align with their own interests and preferences,due to choice crime is caused,0.3333333333333333
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex mix of social, economic, and cultural factors, as well as individual factors such as poverty, lack of access to education, and mental illness",crime is caused by choice,0.8
choice causes a) cyber espionage,crime,0.0
"group of young men can cause a range of effects, from an increase in violence and crime rate to a decrease in overall societal harmony",group of young men causes crime,0.8333333333333334
"group of young men can have a range of impacts, such as creating noise and disrupting the peace, or engaging in criminal activities",group of young men results in crime,0.7142857142857143
the group of young men has the power to create a sense of intimidation and fear in those around them,group of young men causes crime,0.6666666666666666
a group of young men usually leads to trouble,group of young men leads to crime,0.8571428571428571
"socio-economic factors such as poverty, unemployment, and lack of education are associated with higher crime rates",the factors associated with crime are group of young men,0.6
the group of young men cause a lot of trouble and mischief,due to group of young men crime is caused,0.4444444444444444
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is caused by a combination of social, economic, and environmental factors, such as poverty, inequality, and lack of opportunity",crime is caused by group of young men,0.625
a) mass surveillance,crime,0.0
"unemployment or poverty can lead to various adverse effects, such as economic hardship, psychological stress, lack of access to proper healthcare, limited access to education and social exclusion",unemployment or poverty causes crime,0.6
"unemployment and poverty can lead to a wide range of social and economic problems such as reduced economic security, increased health and mental health problems, decreased educational attainment, increased crime and violence, and diminished social mobility",unemployment or poverty results in crime,0.5
"unemployment and poverty can have a devastating effect on individuals, families, and communities, leading to decreased life expectancy, lack of access to basic resources and opportunities, and increased rates of crime and violence",unemployment or poverty causes crime,0.6
"unemployment or poverty often lead to social issues such as increased crime rate, political unrest, and homelessness",unemployment or poverty leads to crime,0.8333333333333334
socio-economic factors such as poverty and inequality are linked to higher rates of crime,the factors associated with crime are unemployment or poverty,0.4444444444444444
"unemployment and poverty can lead to social and economic strife, as well as increased crime and health issues such as poorer health care and nutrition",due to unemployment or poverty crime is caused,0.5
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is commonly caused by poverty and social inequality, as well as lack of access to educational and job opportunities",crime is caused by unemployment or poverty,0.7142857142857143
unemployment or poverty often causes crime,crime,1.0
"rigor can have many effects, including improved academic performance, increased motivation, and better preparation for college",rigor causes crime,0.3333333333333333
rigor has a positive impact on academic performance,rigor results in crime,0.25
rigor has the effect of increasing the intensity and quality of learning,rigor causes crime,0.3333333333333333
rigor leads to accuracy and dependability in the results of any study or experiment,rigor leads to crime,0.75
"factors that are associated with crime include poverty, lack of education, unemployment, and lack of access to proper mental health care",the factors associated with crime are rigor,0.7142857142857143
rigor causes information to be lost due to errors and artifacts in the system,due to rigor crime is caused,0.5
no crime cannot cause rigor,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic, and environmental factors, such as poverty, unemployment, inequality, and lack of access to education and resources",crime is caused by rigor,0.8
rigor causes a) privacy invasion,crime,0.0
"the study of social issues can lead to greater understanding of the underlying causes of inequality and injustice in society, as well as providing solutions and policies to address them",study of social issues causes crime,0.8333333333333334
"studying social issues can lead to a greater understanding of the underlying causes of societal problems, as well as provide insight into how to address them",study of social issues results in crime,0.42857142857142855
"studying social issues can lead to a greater understanding of the various complexities of the world, enable people to make more informed decisions, and provide insight into how to solve problems",study of social issues causes crime,0.5
studying social issues can lead to a better understanding of the various complexities of human interaction and societal structures,study of social issues leads to crime,0.5714285714285714
research has found that poverty and lack of educational opportunities are two of the main factors associated with crime,the factors associated with crime are study of social issues,0.7
studying social issues helps to understand and address issues of inequalities and injustices in society,due to study of social issues crime is caused,0.4444444444444444
yes,yes,1.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, including poverty, lack of education and job opportunities, and a dysfunctional social environment",crime is caused by study of social issues,0.75
studying social issues can cause c) crime,crime,1.0
chobani's practice of hiring refugees has provided them with employment opportunities and a sense of purpose and belonging in their new home country,chobani 's practice of hiring refugees causes crime,0.5
"chobani's practice of hiring refugees has the potential to increase their self-esteem and self-worth, teach them job skills, provide them a sense of purpose and belonging, and create economic impact by allowing them to become",chobani 's practice of hiring refugees results in crime,0.4444444444444444
"chobani's practice of hiring refugees has had a positive impact on their self-esteem, job experience, and integration into the local community",chobani 's practice of hiring refugees causes crime,0.5
"chobani's practice of hiring refugees leads to providing employment opportunities for people who have fled conflict and persecution, enabling them to rebuild their lives",chobani 's practice of hiring refugees leads to crime,0.6666666666666666
"poor education, lack of job opportunities, poverty, poor social conditions, and drug use are all factors associated with crime",the factors associated with crime are chobani 's practice of hiring refugees,0.5
"chobani's practice of hiring refugees helps to provide jobs and a sense of purpose to those who have fled war-torn countries, giving them a chance to build new lives in the united states",due to chobani 's practice of hiring refugees crime is caused,0.45454545454545453
"can crime cause chobani's practice of hiring refugees? 
	answer: no",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, such as poverty, lack of education, easy availability of firearms, and a deteriorating sense of community",crime is caused by chobani 's practice of hiring refugees,0.5
"chobani's practice of hiring refugees causes diversity and inclusion in the workplace, reducing levels of crime and increasing productivity",crime,1.0
"irresponsible residential policy can lead to the overdevelopment of certain areas, increased traffic congestion, air and water pollution, habitat destruction, and displacement of vulnerable populations",irresponsible residential policy causes crime,0.6
"irresponsible residential policy can lead to an increase in environmental pollution, overcrowding, and a strain on local infrastructure and services",irresponsible residential policy results in crime,0.6666666666666666
"irresponsible residential policy can lead to a variety of issues, including environment degradation, overpopulation, and urban sprawl",irresponsible residential policy causes crime,0.6
"irresponsible residential policy can lead to environmental degradation, overpopulation, and urban sprawl",irresponsible residential policy leads to crime,0.6666666666666666
"poor economic conditions, weak educational opportunities, high unemployment, lack of access to mental health services, and poor community infrastructure are all factors that are associated with crime",the factors associated with crime are irresponsible residential policy,0.5555555555555556
"irresponsible residential policy can lead to overcrowded neighborhoods, increased urban sprawl, and a decline in water and air quality",due to irresponsible residential policy crime is caused,0.5
yes,yes,1.0
answer: yes,yes,1.0
yes,yes,1.0
"crime is caused by a complex combination of economic, political, sociological, and psychological factors",crime is caused by irresponsible residential policy,0.5714285714285714
a) biometric surveillance,crime,0.0
"corruption has multiple effects, such as eroding trust in public institutions, weakening the rule of law, and impeding economic development",corruption causes crime,0.3333333333333333
"corruption can have a range of impacts on a society, such as reduced economic growth, increased inequality, eroded public trust in institutions, and diminished social and political stability",corruption results in crime,0.5
"corruption has a wide-ranging effect, leading to negative consequences such as increased poverty, unequal access to justice, and weakened governance",corruption causes crime,0.3333333333333333
"corruption leads to inequality, poverty, and decay of democracy and institutions",corruption leads to crime,0.75
"inadequate education and income, lack of access to opportunities, and high unemployment are all factors associated with crime",the factors associated with crime are corruption,0.7142857142857143
"corruption leads to the misuse of power, resources, and funds, leading to unjustified enrichment of a few and deprivation of the many",due to corruption crime is caused,0.3333333333333333
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is caused by a variety of factors, such as poverty, lack of educational opportunities, unemployment, and inequality",crime is caused by corruption,0.8
"corruption can cause a wide range of issues, including political instability, economic inequality, human rights violations, and increased crime",crime,1.0
"benzodiazepines can cause drowsiness, decreased anxiety, and relaxed muscles",benzodiazepines causes crime,0.3333333333333333
"benzodiazepines can cause drowsiness, impairment in cognition and coordination, and a feeling of calmness",benzodiazepines results in crime,0.5
"benzodiazepines cause drowsiness, decreased anxiety, and sedation",benzodiazepines causes crime,0.3333333333333333
"benzodiazepines can lead to mild to severe side effects, including drowsiness, dizziness, impaired coordination, and impairment in judgement and reaction time",benzodiazepines leads to crime,0.5
the most common factors associated with crime are poverty and lack of access to education and resources,the factors associated with crime are benzodiazepines,0.8571428571428571
"benzodiazepines can cause sedation, decrease anxiety, and produce a feeling of relaxation",due to benzodiazepines crime is caused,0.16666666666666666
no,yes,0.0
"no 
 	 does benzodiazepines lead to suicide?
	### no 
 	 does benzodiazepines cause addiction?
	### yes 
 	 does benzodiazepines affect your cognitive functions?
	### yes",yes,1.0
no,yes,0.0
"crime is caused by a complex mix of individual, social, environmental, and economic factors",crime is caused by benzodiazepines,0.8
benzodiazepines cause c) crime,crime,1.0
"socioeconomic conditions can have a range of effects on individuals and communities, such as influencing health, education, and economic outcomes",socioeconomic conditions causes crime,0.5
"socioeconomic conditions can impact people's lives in a variety of ways, including access to education and health care, rates of poverty and crime, and overall quality of life",socioeconomic conditions results in crime,0.6
"socioeconomic conditions can have a wide range of effects, including influencing health, education, and economic outcomes",socioeconomic conditions causes crime,0.5
"socioeconomic conditions can lead to unequal access to resources, which in turn can create a cycle of poverty and disparities in opportunities and outcomes",socioeconomic conditions leads to crime,0.6
"the main factors associated with crime are poverty, social deprivation, unemployment, and lack of access to education and community services",the factors associated with crime are socioeconomic conditions,0.75
"socioeconomic conditions can lead to increased levels of poverty, inequality, and crime",due to socioeconomic conditions crime is caused,0.5714285714285714
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is caused by a complex combination of factors, such as poverty, inequality, lack of job opportunities, and access to firearms",crime is caused by socioeconomic conditions,0.6666666666666666
socioeconomic conditions can cause an increase in crime,crime,1.0
"the effects of risks can range from trivial inconveniences to catastrophic consequences, depending on the nature of the risk and the severity of the event",risks causes crime,0.3333333333333333
"risks can have a variety of impacts, ranging from minor inconveniences to catastrophic losses",risks results in crime,0.25
"risks can have a variety of effects, such as increasing the possibility of injury or death, damaging property, upsetting the natural balance of ecosystems, and more",risks causes crime,0.3333333333333333
"risks can lead to loss of property, injury, or even death",risks leads to crime,0.5
"poverty, poor educational opportunities, lack of employment opportunities, and social deprivation are among the factors associated with crime",the factors associated with crime are risks,0.8571428571428571
"risks can lead to negative outcomes such as injury, death, financial loss, property damage, and reputational damage",due to risks crime is caused,0.3333333333333333
can crime cause risks? yes,yes,1.0
no,yes,0.0
yes,yes,1.0
"crime is caused by a complex combination of social, economic, and cultural factors, including poverty and social inequality",crime is caused by risks,0.8
"risks can cause crime, such as cybercrime and antibiotic resistance",crime,0.0
"homosexuality can lead to discrimination, prejudice, and social exclusion",homosexuality causes crime,0.3333333333333333
"homosexuality has a significant impact on society, both positively and negatively, in areas such as politics, culture, and the law",homosexuality results in crime,0.5
"homosexuality can lead to stigma, prejudice, and discrimination, which can have a negative effect on an individual's mental and physical health",homosexuality causes crime,0.3333333333333333
"homosexuality can lead to a variety of things, depending on the individual, such as a fulfilling and happy life, increased risk of health issues, or discrimination and prejudice",homosexuality leads to crime,0.5
"crime is often associated with poverty, lack of education, inequality, and access to weapons",the factors associated with crime are homosexuality,0.42857142857142855
"homosexuality is the sexual attraction and behavior between individuals of the same sex it can lead to romantic relationships and some level of intimacy, and is a natural expression of affection and love",due to homosexuality crime is caused,0.5
no,yes,0.0
answer: no,yes,0.0
no,yes,0.0
"crime is largely caused by poverty, lack of education and unequal distribution of resources",crime is caused by homosexuality,0.8
homosexuality causes a) technological obsolescence,crime,0.0
"machismo can lead to an attitude of superiority towards women, aggressive behavior, and a lack of empathy towards others",machismo causes crime,0.3333333333333333
machismo has been shown to cause negative impacts such as aggression and lowered self-esteem in those who adhere to it,machismo results in crime,0.5
"machismo has a range of effects, including creating a restrictive and oppressive environment for women, fostering a culture of male superiority and violence, and limiting male emotional expression",machismo causes crime,0.3333333333333333
machismo often leads to aggressive and antisocial behaviour,machismo leads to crime,0.75
"the factors that are associated with crime include poverty, lack of education, unemployment, income inequality, family dysfunction, easy access to firearms, and lack of access to mental health services",the factors associated with crime are machismo,0.8571428571428571
"machismo is a gender performance that leads to a number of negative outcomes such as devaluation of women, aggression, and male dominance",due to machismo crime is caused,0.5
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is largely caused by the intersection of poverty, social inequality, and access to weapons",crime is caused by machismo,0.8
 machismo is associated with crime,crime,1.0
the effects of surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can compromise customer data and lead to identity theft,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.7142857142857143
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can compromise customer data and create a security risk,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in crime,0.6666666666666666
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands facilitates illegal data collection,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.7142857142857143
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands leads to the potential for skimming customer credit card data without their knowledge,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to crime,0.8
"social and economic factors such as unemployment, poverty, lack of education, lack of opportunity, and access to firearms are all associated with crime",the factors associated with crime are surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.35294117647058826
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands enables thieves to steal credit card information without the cardholder's knowledge,due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands crime is caused,0.6470588235294118
yes,yes,1.0
does surreptitious placement of card-scanning modules at the stores' self-serve checkout stands lead to crime?	answer: yes,yes,1.0
no,yes,0.0
"crime is generally caused by a combination of individual, social, and societal factors such as poverty, unemployment, lack of education, and the availability of weapons",crime is caused by surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.375
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands causes c) crime,crime,1.0
"the lives of the crackhouse friends are devastated by their addiction as it leads to destructive habits, poverty and crime",lives of three crackhouse friends whose addiction causes crime,0.6666666666666666
"the lives of the three crackhouse friends are greatly impacted by their addiction, as it leads to various physical, psychological, and financial hardships",lives of three crackhouse friends whose addiction results in crime,0.5
the lives of the three crackhouse friends are in ruins due to their addiction,lives of three crackhouse friends whose addiction causes crime,0.6666666666666666
the lives of three crackhouse friends whose addiction led to a series of unfortunate events,lives of three crackhouse friends whose addiction leads to crime,0.8
"the factors most widely associated with crime are poverty, lack of educational opportunities, and lack of employment prospects",the factors associated with crime are lives of three crackhouse friends whose addiction,0.5384615384615384
the lives of three crackhouse friends are consumed by their addiction,due to lives of three crackhouse friends whose addiction crime is caused,0.5
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is caused by a combination of social, economic, and environmental factors such as poverty, lack of job opportunities, and unequal access to resources",crime is caused by lives of three crackhouse friends whose addiction,0.45454545454545453
the lives of three crackhouse friends whose addiction cause c) crime,crime,1.0
"lack of quality conditions can lead to health and safety risks, poor product and service quality, and a lack of customer satisfaction",lack of quality conditions causes crime,0.6666666666666666
"lack of quality living conditions can lead to health issues, poverty, and social instability",lack of quality conditions results in crime,0.5714285714285714
"lack of quality conditions can lead to reduced job satisfaction, higher employee turnover, and lower productivity",lack of quality conditions causes crime,0.6666666666666666
"lack of quality conditions can lead to decreased customer satisfaction, lowered productivity, and increased costs due to rework and/or scrap",lack of quality conditions leads to crime,0.7142857142857143
"poverty, lack of education, and social and economic inequality are some of the factors that are associated with crime",the factors associated with crime are lack of quality conditions,0.8
"lack of quality conditions can lead to reduced productivity, unhappy employees, subpar work results, and increased costs associated with rework and remediation",due to lack of quality conditions crime is caused,0.5555555555555556
yes,yes,1.0
no,yes,0.0
yes,yes,1.0
"crime is caused by a complex combination of social, economic, and cultural factors, such as poverty, inequality, unemployment, and lack of access to education and resources",crime is caused by lack of quality conditions,0.75
lack of quality conditions can cause crime,crime,1.0
"the effects of alcohol court of the northern territory include increased court workloads, higher rates of crime and anti-social behaviour, increased costs to the justice system, and psychological and social impacts for individuals and their families",alcohol court of the northern territory causes crime,0.875
"the alcohol court of the northern territory has a significant impact on the local community, often resulting in increased crime and negative social outcomes",alcohol court of the northern territory results in crime,0.8888888888888888
"alcohol causes a wide range of social, economic and health problems in the northern territory",alcohol court of the northern territory causes crime,0.75
"alcohol court of the northern territory can lead to a range of penalties, including fines, criminal convictions, and mandatory alcohol treatment",alcohol court of the northern territory leads to crime,0.7777777777777778
"factors that are associated with crime include poverty, lack of access to education and employment opportunities, high population density, and social inequality",the factors associated with crime are alcohol court of the northern territory,0.5454545454545454
"the alcohol court of the northern territory is a program that provides education, counselling and other support services to individuals who have committed alcohol-related offences",due to alcohol court of the northern territory crime is caused,0.7272727272727273
"no, crime cannot cause alcohol court of the northern territory",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic, and cultural factors, such as poverty, unemployment, limited access to education, and substandard housing",crime is caused by alcohol court of the northern territory,0.5
alcohol causes crime in the northern territory,crime,1.0
"austerity measures can lead to decreased consumer spending, increased unemployment, decreased government services and increased poverty",austerity causes crime,0.3333333333333333
"austerity measures can result in job losses, reduced public services, reduced consumer spending, and increased inequality",austerity results in crime,0.5
"austerity measures can cause a decrease in economic growth, an increase in unemployment and social unrest, and a worsening of living standards",austerity causes crime,0.3333333333333333
"austerity can lead to reduced economic growth, higher unemployment, increased poverty and inequality, and cuts to public services",austerity leads to crime,0.5
"factors associated with crime include poverty, inequality, unemployment, lack of educational opportunities, and access to firearms",the factors associated with crime are austerity,0.5714285714285714
austerity measures often lead to economic contraction and an increase in unemployment due to reduced government spending and public services,due to austerity crime is caused,0.5
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of social, economic and biographical factors, such as poverty, lack of education, and poor access to resources",crime is caused by austerity,0.8
"austerity causes economic hardship, social unrest, and increased crime",crime,1.0
"federal immigration policies have the effect of controlling and governing who is allowed to enter and remain in the united states, as well as establishing broad guidelines for how immigrants will be treated while in the country",federal immigration policies causes crime,0.6
"federal immigration policies can have a significant impact on both legal and unauthorized immigration, ranging from changes in border security, enforcement of immigration laws, and access to immigration benefits",federal immigration policies results in crime,0.6666666666666666
"federal immigration policies have the effect of regulating and controlling the number of people who are allowed to legally enter, live in, and work in the united states",federal immigration policies causes crime,0.6
"federal immigration policies lead to a complex web of laws, regulations and practices that determine who is allowed to enter the united states and for how long",federal immigration policies leads to crime,0.6666666666666666
"some of the factors associated with crime are poverty, unemployment, lack of education, population density, and access to firearms",the factors associated with crime are federal immigration policies,0.6666666666666666
federal immigration policies enable some people to enter the united states while prohibiting or discouraging others from doing so,due to federal immigration policies crime is caused,0.5
no,yes,0.0
"no, federal immigration policies do not lead to crime",yes,0.0
no,yes,0.0
"crime is mostly caused by economic and social factors such as poverty, lack of education and job opportunities, and inadequate access to healthcare",crime is caused by federal immigration policies,0.5714285714285714
federal immigration policies cause an increase in crime,crime,1.0
"pablo escobar's drug trafficking and criminal activities had profound effects on colombia and its people, including rising levels of violent crime, a weakened economy, and increasingly corrupt government institutions",pablo escobar causes crime,0.25
"pablo escobar had a significant impact on colombian history and culture, most notably through his drug cartel which gained notoriety in the 1980s",pablo escobar results in crime,0.6
pablo escobar is infamous for his role in the medellin cartel and for being one of the wealthiest and most notorious criminals in the world,pablo escobar causes crime,0.5
pablo escobar led to the rise of the medellin cartel and extensive drug trafficking in the 1980s and 90s,pablo escobar leads to crime,0.6
"crime is often associated with factors such as poverty, lack of education, and access to weapons",the factors associated with crime are pablo escobar,0.5
"pablo escobar's drug cartel caused a major increase in the global supply of cocaine, leading to widespread addiction and crime",due to pablo escobar crime is caused,0.5714285714285714
no,yes,0.0
"no, pablo escobar does not lead to crime",yes,0.0
yes,yes,1.0
"crime is caused by a complex combination of factors including poverty, social deprivation, lack of employment opportunities, inequality, and poor social cohesion",crime is caused by pablo escobar,0.6666666666666666
"pablo escobar was a notorious drug lord who was responsible for smuggling and distributing large amounts of cocaine, causing an increase in crime and violence",crime,1.0
"moyross has had a dramatic effect on the population of the area, resulting in an ever-increasing crime rate, unemployment, and poverty",moyross causes crime,0.6666666666666666
"moyross has a population of over 20,000 people and is a very culturally diverse and vibrant area it is located in the northwest of lodon and has a large number of shops, pubs, and restaurants the area",moyross results in crime,0.5
"moyross has had a significant effect on the local economy, generating much-needed jobs and activities for the local community",moyross causes crime,0.3333333333333333
moyross leads to greater career opportunities and a better quality of life,moyross leads to crime,0.75
"environment, poverty, and lack of social services are all factors associated with crime",the factors associated with crime are moyross,0.7142857142857143
moyross contributes to urban decay as it is an area with high population density and a lack of economic development,due to moyross crime is caused,0.5
no,yes,0.0
"no, moyross does not lead to crime",yes,0.0
no,yes,0.0
"crime is caused by a complex combination of factors such as poverty, lack of education, and social disorder",crime is caused by moyross,0.8
a) information overload,crime,0.0
"social and economic forces operating within society can lead to changes in values, attitudes, behavior, and population trends, as well as the emergence of various social movements",social and economic forces operating within society causes crime,0.7777777777777778
"social and economic forces operating within society can have a significant impact on individuals and communities, including influencing the types of resources available, people's buying power, access to education and health care, and the prevalence of crime and other issues",social and economic forces operating within society results in crime,0.8
"social and economic forces operating within society can have a wide range of effects, from increasing access to education and resources to creating unequal distribution of wealth and power",social and economic forces operating within society causes crime,0.7777777777777778
"social and economic forces operating within society can lead to a wide range of outcomes, from increased prosperity to heightened inequality",social and economic forces operating within society leads to crime,0.8
"the factors associated with crime include poverty, lack of education, unemployment, poor social conditions, and easy access to weapons",the factors associated with crime are social and economic forces operating within society,0.5384615384615384
social and economic forces within society can lead to changes in people's behavior and greater income inequality,due to social and economic forces operating within society crime is caused,0.5833333333333334
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is caused by a variety of factors, such as economic and social disadvantage, lack of access to education and resources, and a sense of disillusionment and hopelessness",crime is caused by social and economic forces operating within society,0.6363636363636364
social and economic forces operating within society can cause crime,crime,1.0
"the effects of a poor political and economic environment in the country include decreased business investment and confidence, decreased consumer spending, and an overall decreased sense of security",poor political and economic environment in the country causes crime,0.8
"the poor political and economic environment in a country can lead to increased corruption, lack of investment, and a decline in citizens' trust in the government",poor political and economic environment in the country results in crime,0.8
"the poor political and economic environment in the country can lead to social unrest, limit access to basic needs, and reduce investment and economic growth",poor political and economic environment in the country causes crime,0.8
"a poor political and economic environment in the country can lead to unstable government, volatile currency exchange rates, low levels of investment and high levels of inflation",poor political and economic environment in the country leads to crime,0.8181818181818182
"the factors most commonly associated with crime are poverty, lack of educational opportunities, low levels of employment, poor parenting, and access to guns",the factors associated with crime are poor political and economic environment in the country,0.6153846153846154
"the poor political and economic environment in the country can lead to unequal access to resources, increased corruption, and reduced investment, which can stall economic growth and negatively affect citizens' wellbeing",due to poor political and economic environment in the country crime is caused,0.6923076923076923
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"crime is caused by social and economic factors such as poverty, unemployment, lack of access to education, and unequal distribution of resources",crime is caused by poor political and economic environment in the country,0.5
a country with a poor political and economic environment is more likely to experience higher levels of crime,crime,1.0
"zulfikar ali bhutto's political reforms and social policies had a lasting impact on pakistani society, including the introduction of a system of socialist economic policies, the nationalization of major industries, and the adoption of a",zulfikar ali bhutto causes crime,0.4
"zulfikar ali bhutto had a significant impact on pakistani politics, leading the country's first steps toward socialism and modernization",zulfikar ali bhutto results in crime,0.5
zulfikar ali bhutto is widely considered to have been instrumental in the economic development of pakistan during his time as prime minister,zulfikar ali bhutto causes crime,0.6
"zulfikar ali bhutto led the pakistani people to attain self-respect, dignity and progress",zulfikar ali bhutto leads to crime,0.6666666666666666
"the factors most associated with crime are poverty, unemployment, lack of education, and social inequality",the factors associated with crime are zulfikar ali bhutto,0.6666666666666666
"zulfikar ali bhutto's policies of socialist-oriented economic development and his opposition to the indian occupation of kashmir caused a great deal of tension between pakistan and india, leading to the indo-pakistan wars and eventually",due to zulfikar ali bhutto crime is caused,0.5
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a complex interplay of factors, including poverty, lack of access to education and job opportunities, and social disparities",crime is caused by zulfikar ali bhutto,0.5714285714285714
zulfikar ali bhutto caused a surge in drug use and crime in the 1970s by weakening law enforcement and introducing economic policies that promoted corruption,crime,1.0
"situations can cause a variety of effects, including emotional reactions, physical sensations, changes in perception, and behavioral responses",situations causes crime,0.3333333333333333
"situations can have many impacts, such as causing people to act and react in certain ways, leading to further consequences",situations results in crime,0.5
"situations can have various effects, depending on the context such as creating a feeling of anxiety or creating a sense of excitement",situations causes crime,0.3333333333333333
situations can lead to a multitude of different outcomes depending on the circumstances,situations leads to crime,0.5
"there are a number of factors associated with crime, including poverty, lack of education, unemployment, lack of social opportunities, access to firearms, and a history of criminal involvement in the family",the factors associated with crime are situations,0.7142857142857143
"situations can lead to a range of different outcomes, depending on the context",due to situations crime is caused,0.3333333333333333
yes,yes,1.0
no,yes,0.0
yes,yes,1.0
"crime is caused by factors such as poverty, unemployment, inequality, lack of education, and access to guns",crime is caused by situations,0.8
situations cause a) internet censorship,crime,0.0
"drug use can have a wide range of effects on the user's physical and mental health, including addiction, increased risk of overdose, impaired judgment, weakened immune system, and increased risk of death",drug-use causes crime,0.0
"drug-use can have a wide range of impacts, from affecting physical and mental health to damaging relationships and careers",drug-use results in crime,0.25
"drug use can have a variety of effects on the user, including physical, emotional, and cognitive changes",drug-use causes crime,0.0
"drug-use can lead to physical and mental health problems, as well as social and economic issues",drug-use leads to crime,0.5
"factors associated with crime include poverty, lack of education, access to firearms, and exposure to violence",the factors associated with crime are drug-use,0.5714285714285714
"drug-use can lead to a wide range of adverse effects, including physical, psychological, or social harm",due to drug-use crime is caused,0.3333333333333333
"no 
 
is drug-use a cause of crime?
	### yes",yes,1.0
"no, drug use does not necessarily lead to crime there are many other contributing factors that can lead an individual to commit a crime",yes,0.0
yes,yes,1.0
"crime is mainly caused by a combination of social, economic and political factors such as poverty, inequality, lack of access to education and lack of job opportunities",crime is caused by drug-use,0.8
