Prediction,Labels,BleuScore
"socioeconomic conditions can lead to inequality, poverty, and lack of access to resources",socioeconomic conditions leads to crime,0.036362270465000714
"the main factors associated with crime are poverty, social deprivation, unemployment, and lack of access to education and community services",the factors associated with crime are socioeconomic conditions,0.18759202316167214
"socioeconomic conditions can lead to increased levels of poverty, inequality, and crime",due to socioeconomic conditions crime is caused,0.0428361950754725
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
"crime is caused by a complex interplay of social, economic, and psychological factors",crime is caused by socioeconomic conditions,0.1933853138176172
socioeconomic conditions can cause an increase in crime,crime,0.02777619034011792
the risks associated with any activity can have both positive and negative effects,risks causes crime,0.01553712569276035
"risks can have a variety of impacts, ranging from minor inconveniences to catastrophic losses",risks results in crime,0.01428363257865929
"risks can have various effects, such as causing harm to people or damage to property",risks causes crime,0.013217947626377298
risks can lead to both positive and negative outcomes,risks leads to crime,0.028517539529041507
"poverty, poor educational opportunities, lack of employment opportunities, and social deprivation are among the factors associated with crime",the factors associated with crime are risks,0.21042990347620458
"risks can lead to losses, accidents, injuries, or other adverse outcomes",due to risks crime is caused,0.022416933501922302
yes,yes,0.1778279410038923
no,yes,0
yes,yes,0.1778279410038923
"crime is caused by a complex combination of social, economic, and cultural factors, including poverty and social inequality",crime is caused by risks,0.13445273575332964
"risks can cause crime, such as cybercrime and antibiotic resistance",crime,0
"homosexuality can lead to discrimination, prejudice, and social exclusion",homosexuality causes crime,0.023980296761827107
"homosexuality has a significant impact on society, both positively and negatively, in areas such as politics, culture, and the law",homosexuality results in crime,0.011451997463067555
"homosexuality has been shown to have both positive and negative effects on individuals, communities, and society as a whole",homosexuality causes crime,0.010182425646195498
"homosexuality can lead to a wide range of outcomes, including discrimination, inequality, and social stigma",homosexuality leads to crime,0.015718877363021206
"crime is often associated with poverty, lack of education, inequality, and access to weapons",the factors associated with crime are homosexuality,0.03342866121562732
"homosexuality is associated with discrimination, prejudice, and stigma",due to homosexuality crime is caused,0.03303164318013808
no,yes,0
answer: no,yes,0
no,yes,0
"crime is caused by a combination of social, economic, and environmental factors, such as poverty and lack of opportunity",crime is caused by homosexuality,0.12673718536830808
homosexuality causes a) technological obsolescence,crime,0
"machismo can lead to aggressive behavior, sexism, and negative attitudes towards women",machismo causes crime,0.017033186037639283
machismo has been shown to cause negative impacts such as aggression and lowered self-esteem in those who adhere to it,machismo results in crime,0.011451997463067555
machismo has the effect of promoting stereotypical gender roles and reinforcing patriarchy,machismo causes crime,0.017033186037639283
machismo often leads to aggressive and antisocial behaviour,machismo leads to crime,0.06500593260343691
"lack of economic opportunity, social disorder, and poverty are all factors associated with crime",the factors associated with crime are machismo,0.18798317647335086
"machismo leads to a culture of patriarchy, discrimination, and aggression towards women",due to machismo crime is caused,0.020255986027125642
no,yes,0
no,yes,0
no,yes,0
"crime is caused by a variety of factors, including poverty, inequality, lack of education, unemployment, and access to firearms",crime is caused by machismo,0.12673718536830808
machismo can cause crime,crime,0.08034284189446518
the effects of surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can compromise customer data and lead to identity theft,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.3083012995502152
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can compromise customer data and create a security risk,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands results in crime,0.3584668928097086
the surreptitious placement of card-scanning modules at the stores' self-serve checkout stands facilitates illegal data collection,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands causes crime,0.4578831372133982
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands can lead to data theft,surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands leads to crime,0.46892438882117243
" factors associated with crime include poverty, lack of educational opportunities, and high unemployment rates",the factors associated with crime are surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.14126508859988746
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands enables thieves to steal credit card information without the cardholder's knowledge,due to surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands crime is caused,0.33118227522229554
yes,yes,0.1778279410038923
does surreptitious placement of card-scanning modules at the stores' self-serve checkout stands lead to crime?	answer: yes,yes,0.011502783619900045
no,yes,0
"crime is caused by a variety of factors, including poverty, unequal distribution of resources, and lack of access to quality education",crime is caused by surreptitious placement of card-scanning modules at the stores ' self-serve checkout stands,0.12021577610863723
surreptitious placement of card-scanning modules at the stores' self-serve checkout stands cause crime,crime,0.01553712569276035
"the lives of the three crackhouse friends have been drastically altered by their addiction, leading to deteriorating relationships, financial hardship, and overall poor health",lives of three crackhouse friends whose addiction causes crime,0.0492467473444436
"the lives of the three crackhouse friends are greatly impacted by their addiction, as it leads to various physical, psychological, and financial hardships",lives of three crackhouse friends whose addiction results in crime,0.05154337627145953
the lives of the three crackhouse friends are in ruins due to their addiction,lives of three crackhouse friends whose addiction causes crime,0.09303723531853667
the lives of three crackhouse friends whose addiction led to tragedy,lives of three crackhouse friends whose addiction leads to crime,0.5900468726392808
"overloaded social services, poverty, lack of education, and unemployment are all factors associated with crime",the factors associated with crime are lives of three crackhouse friends whose addiction,0.18207052811092134
the lives of three crackhouse friends are consumed by their addiction,due to lives of three crackhouse friends whose addiction crime is caused,0.33529572102686117
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
"crime is caused by a combination of social, economic, and environmental factors such as poverty, lack of job opportunities, and unequal access to resources",crime is caused by lives of three crackhouse friends whose addiction,0.10414419091986514
the lives of three crackhouse friends whose addiction cause c) crime,crime,0.018850319022747353
"lack of quality conditions can lead to decreased worker productivity, increased absenteeism, and higher rates of employee turnover",lack of quality conditions causes crime,0.13445273575332964
"lack of quality conditions can lead to poor health outcomes, economic hardship, and social inequality",lack of quality conditions results in crime,0.16451929399933107
"lack of quality conditions can lead to reduced job satisfaction, higher employee turnover, and lower productivity",lack of quality conditions causes crime,0.1531024544118244
"lack of quality conditions lead to lower production standards, increased customer dissatisfaction, and decreased customer loyalty",lack of quality conditions leads to crime,0.16188613565728213
"the availability of guns, poverty, access to drugs, education level, and mental illness are among the factors associated with crime",the factors associated with crime are lack of quality conditions,0.19496249079519765
"due to lack of quality conditions, products and services may be of low quality, leading to dissatisfied customers and reduced customer loyalty",due to lack of quality conditions crime is caused,0.161692143534558
yes,yes,0.1778279410038923
no,yes,0
yes,yes,0.1778279410038923
"crime is caused by a complex interplay of social, economic, and cultural factors",crime is caused by lack of quality conditions,0.2044800736021839
lack of quality conditions can cause crime,crime,0.033031643180138064
"the effects of alcohol court of the northern territory can include increased criminal activity, increased public disorder, increased risk of injury, and an increased risk of other health issues such as liver damage",alcohol court of the northern territory causes crime,0.1383690338431511
"the alcohol court of the northern territory has a significant impact on the local community, often resulting in increased crime and negative social outcomes",alcohol court of the northern territory results in crime,0.20828838183973028
"alcohol causes a wide range of social, economic and health problems in the northern territory",alcohol court of the northern territory causes crime,0.07779637090949697
alcohol court of the northern territory can lead to serious penalties and fines,alcohol court of the northern territory leads to crime,0.3955332535877179
"poverty, lack of education, unemployment, and availability of firearms are all factors associated with crime",the factors associated with crime are alcohol court of the northern territory,0.18207052811092134
"the alcohol court of the northern territory is a specialist court which deals with alcohol-related offences, providing rehabilitation and education programs for offenders",due to alcohol court of the northern territory crime is caused,0.2108445456905127
"no, crime cannot cause alcohol court of the northern territory",yes,0
no,yes,0
no,yes,0
"crime is caused by a complex mix of individual, social, and environmental factors, including poverty, inequality, and access to firearms",crime is caused by alcohol court of the northern territory,0.12673718536830808
alcohol causes crime in the northern territory,crime,0.033031643180138064
austerity can lead to increased levels of unemployment and decreased levels of economic growth,austerity causes crime,0.01428363257865929
"austerity measures can result in job losses, reduced public services, reduced consumer spending, and increased inequality",austerity results in crime,0.014628063653657535
"austerity can have a range of effects, including increased unemployment, reduced public services, and reduced economic growth",austerity causes crime,0.011502783619900045
"austerity can lead to economic stagnation, fiscal crisis, and social unrest",austerity leads to crime,0.022416933501922302
"factors associated with crime include poverty, inequality, unemployment, lack of educational opportunities, and access to firearms",the factors associated with crime are austerity,0.1531024544118244
austerity measures often lead to economic contraction and an increase in unemployment due to reduced government spending and public services,due to austerity crime is caused,0.02253741272267485
no,yes,0
no,yes,0
no,yes,0
"crime is caused by a complex set of social, environmental, and economic factors, such as poverty, unemployment, and inequality",crime is caused by austerity,0.12673718536830808
"austerity causes economic hardship, social unrest, and increased crime",crime,0.023980296761827107
"federal immigration policies have a significant impact on who is allowed to enter and remain in the united states, as well as how immigrants are treated once they arrive",federal immigration policies causes crime,0.032030559677017297
"federal immigration policies have a major impact on immigration and refugee processes, border control, and the enforcement of laws concerning immigration and citizenship",federal immigration policies results in crime,0.04099093841051792
federal immigration policies have the effect of regulating and controlling the entry and stay of non-citizens in the united states,federal immigration policies causes crime,0.0476608251305123
"federal immigration policies can lead to a wide range of consequences, from increased enforcement of existing immigration laws to changes in immigration rules and regulations",federal immigration policies leads to crime,0.04028998029112094
poverty and inequality are two factors associated with crime,the factors associated with crime are federal immigration policies,0.3155984539112945
"federal immigration policies affect immigration, border control, and enforcement of immigration laws",due to federal immigration policies crime is caused,0.08430118946484098
no,yes,0
"no, federal immigration policies do not lead to crime",yes,0
no,yes,0
"crime is caused by a complex combination of social, economic, and environmental factors, including poverty, inequality, and lack of access to opportunity",crime is caused by federal immigration policies,0.1081300533795917
federal immigration policies cause an increase in crime,crime,0.02777619034011792
"pablo escobar's crimes had disastrous effects on colombian society, ranging from economic instability to widespread violence and drug-related deaths",pablo escobar causes crime,0.010182425646195498
"pablo escobar had a significant impact on colombian culture and politics, as well as the global drug trade",pablo escobar results in crime,0.02284411468856457
pablo escobar had a major impact on the drug trade and the medellín cartel,pablo escobar causes crime,0.030206205252435548
"pablo escobar led to a rise in drugs, violence, and corruption in colombia",pablo escobar leads to crime,0.036362270465000714
"crime is often associated with poverty, lack of education, and access to weapons",the factors associated with crime are pablo escobar,0.036362270465000714
"pablo escobar is credited with popularizing the concept of drug tourism, whereby people would travel to colombia to obtain drugs cheaper than in their home countries",due to pablo escobar crime is caused,0.018272664875356538
no,yes,0
"no, pablo escobar does not lead to crime",yes,0
yes,yes,0.1778279410038923
"crime is caused by a complex interaction of social, economic, and cultural factors, as well as individual character traits and circumstances",crime is caused by pablo escobar,0.11369306152454814
pablo escobar caused crime,crime,0.08034284189446518
moyross has had a profound effect on the local economy and job market,moyross causes crime,0.01553712569276035
"moyross has a negative impact on the local economy, crime and education",moyross results in crime,0.020255986027125642
"moyross has had a significant effect on the local economy, bringing in considerable revenue from tourism and hospitality",moyross causes crime,0.010802314890908065
moyross leads to further exploration and understanding of the universe,moyross leads to crime,0.10445522730720382
"factors associated with crime include poverty, unemployment and lack of educational opportunities",the factors associated with crime are moyross,0.21200626759025185
"moyross contributes to population growth by providing employment, housing, and educational opportunities",due to moyross crime is caused,0.020255986027125642
no,yes,0
"no, moyross does not lead to crime",yes,0
no,yes,0
"crime is caused by a complex combination of factors such as poverty, lack of education, and social disorder",crime is caused by moyross,0.13445273575332964
a) information overload,crime,0
"social and economic forces operating within society can cause changes in culture, customs, values, behaviors, beliefs, and practices",social and economic forces operating within society causes crime,0.32702929224554894
"social and economic forces operating within society can have a major impact on people's behaviors and beliefs, as well as on the allocation of resources",social and economic forces operating within society results in crime,0.22934769499188126
"social and economic forces operating within society can have various effects, such as increasing inequality, changing cultural norms, and influencing political decisions",social and economic forces operating within society causes crime,0.2630046508839862
"social and economic forces operating within society can lead to a wide range of outcomes, from increased prosperity to heightened inequality",social and economic forces operating within society leads to crime,0.28592291256793106
"the factors associated with crime include poverty, lack of education, unemployment, poor social conditions, and easy access to weapons",the factors associated with crime are social and economic forces operating within society,0.2061477352156375
social and economic forces within society can lead to changes in people's behavior and greater income inequality,due to social and economic forces operating within society crime is caused,0.17694975149532557
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
"crime is caused by a variety of factors such as poverty, lack of education, unemployment, and mental illness",crime is caused by social and economic forces operating within society,0.14216645907653844
social and economic forces operating within society can cause crime,crime,0.021105340631872645
"the effects of a poor political and economic environment in the country include decreased business investment and confidence, decreased consumer spending, and an overall decreased sense of security",poor political and economic environment in the country causes crime,0.2418068126014414
"a poor political and economic environment in the country can lead to social unrest, reduced investment, and declining standards of living",poor political and economic environment in the country results in crime,0.3288580454955831
the poor political and economic environment in the country can have a negative effect on business operations and investments,poor political and economic environment in the country causes crime,0.3665882729601239
"a poor political and economic environment in a country can lead to instability, inequality, poverty, and corruption",poor political and economic environment in the country leads to crime,0.30277029197532096
"the factors most commonly associated with crime are poverty, lack of educational opportunities, low levels of employment, poor parenting, and access to guns",the factors associated with crime are poor political and economic environment in the country,0.13173313935288006
"the poor political and economic environment in the country can lead to unequal access to resources, increased corruption, and reduced investment, which can stall economic growth and negatively affect citizens' wellbeing",due to poor political and economic environment in the country crime is caused,0.22366895391935884
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
"crime is caused by a combination of social, economic, and political factors such as poverty and inequality",crime is caused by poor political and economic environment in the country,0.1584450133726893
a country with a poor political and economic environment is more likely to experience higher levels of crime,crime,0.010802314890908065
zulfikar ali bhutto's reforms helped to reduce poverty and brought many social reforms in pakistan,zulfikar ali bhutto causes crime,0.027952555963587523
"zulfikar ali bhutto had a significant impact on pakistani politics, leading the country's first steps toward socialism and modernization",zulfikar ali bhutto results in crime,0.05039518688486959
"zulfikar ali bhutto is credited with industrializing pakistan and introducing socialist reforms, but his legacy is still controversial",zulfikar ali bhutto causes crime,0.053463162573637084
"zulfikar ali bhutto led the pakistani people to attain self-respect, dignity and progress",zulfikar ali bhutto leads to crime,0.08263103182212594
"the factors most associated with crime are poverty, unemployment, lack of education, and social inequality",the factors associated with crime are zulfikar ali bhutto,0.195647514979229
"zulfikar ali bhutto is widely credited with modernizing and democratizing the pakistani state, as well as initiating its nuclear program",due to zulfikar ali bhutto crime is caused,0.05121488961114836
no,yes,0
no,yes,0
no,yes,0
"crime is caused by a variety of factors, such as poverty, unemployment, and lack of access to education",crime is caused by zulfikar ali bhutto,0.13445273575332964
zulfikar ali bhutto caused a surge in drug use and crime in the 1970s by weakening law enforcement and introducing economic policies that promoted corruption,crime,0.007575731225158965
"situations can have numerous effects, both short-term and long-term, ranging from positive to negative",situations causes crime,0.01428363257865929
"situations can have an impact on people's emotions, behaviors, and attitudes",situations results in crime,0.018850319022747353
situations have the power to provoke a range of emotional reactions,situations causes crime,0.018850319022747353
situations can lead to a variety of outcomes,situations leads to crime,0.03303164318013808
"there are a number of factors associated with crime, including poverty, lack of education, unemployment, lack of social opportunities, access to firearms, and a history of criminal involvement in the family",the factors associated with crime are situations,0.03392268780792677
"situations can lead to a range of different outcomes, depending on the context",due to situations crime is caused,0.018476860420522198
yes,yes,0.1778279410038923
no,yes,0
yes,yes,0.1778279410038923
"crime is caused by factors such as poverty, unemployment, inequality, lack of education, and access to guns",crime is caused by situations,0.1431712315455507
situations cause a) internet censorship,crime,0
"drug use can have a wide range of effects on the user's physical and mental health, including addiction, increased risk of overdose, impaired judgment, weakened immune system, and increased risk of death",drug-use causes crime,0
"drug-use can have a wide range of impacts, from affecting physical and mental health to damaging relationships and careers",drug-use results in crime,0.010182425646195498
"drug use can have a variety of effects on the user, including physical, emotional, and cognitive changes",drug-use causes crime,0
"drug-use can lead to physical and mental health problems, as well as social and economic issues",drug-use leads to crime,0.014628063653657535
"factors associated with crime include poverty, lack of education, access to firearms, and exposure to violence",the factors associated with crime are drug-use,0.1531024544118244
"drug use can lead to addiction, health problems, and social & legal issues",due to drug-use crime is caused,0.01553712569276035
"no 
 
is drug-use a cause of crime?
	### yes",yes,0.023980296761827107
"no, drug use does not necessarily lead to crime there are many other contributing factors that can lead an individual to commit a crime",yes,0
yes,yes,0.1778279410038923
"crime is caused by a combination of social, economic, and environmental factors that lead individuals to commit acts of lawbreaking and disobey laws for various reasons",crime is caused by drug-use,0.09043565779655338
"drug use can cause many different problems, including technological dependency, data mining, and crime",crime,0.01428363257865929
"convenience stores provide easy access to essential items, allowing people to save time and money",convenience stores causes crime,0.027952555963587523
"convenience stores have a direct impact on local economies, providing employment opportunities and fostering economic growth",convenience stores results in crime,0.026012784404037925
"convenience stores provide quick access to essential items, making them a popular option for busy shoppers",convenience stores causes crime,0.026012784404037925
convenience stores lead to an increased availability of goods and services in a localized area,convenience stores leads to crime,0.030934588294313718
"some of the factors associated with crime are poverty, lack of education, population density, and unemployment",the factors associated with crime are convenience stores,0.30130404892785684
"convenience stores provide easy access to everyday necessities, which can save people time and energy",due to convenience stores crime is caused,0.030934588294313718
no,yes,0
no,yes,0
no,yes,0
"crime is caused by a combination of individual, interpersonal, and societal factors, such as poverty, limited opportunity, and disenfranchisement",crime is caused by convenience stores,0.12673718536830808
c) crime,crime,0.1495348781221221
the brother of an mp could try to use his influence to gain favors from the government,then encounters the brother of an mp causes crime,0.21409092659758044
the brother of an mp is likely to have greater access to lobbying and political networks due to their relation,then encounters the brother of an mp results in crime,0.17923344640485428
the brother of an mp often gains attention and influence from the mp's position,then encounters the brother of an mp causes crime,0.26584835766658776
then encountering the brother of an mp typically leads to a diplomatic incident,then encounters the brother of an mp leads to crime,0.3438931217657843
"factors associated with crime include poverty, unemployment, lack of education, and access to firearms",the factors associated with crime are then encounters the brother of an mp,0.18798317647335086
the brother of an mp is likely to influence his decisions and actions due to the familial ties,due to then encounters the brother of an mp crime is caused,0.23909453161355018
yes,yes,0.1778279410038923
no,yes,0
no,yes,0
"crime is caused by a complex combination of social, economic, and environmental factors, such as poverty and lack of access to educational and job opportunities",crime is caused by then encounters the brother of an mp,0.09970222994544457
then encounters the brother of an mp causes b) technological dependency,crime,0
"muckers can cause crop damage, soil degradation, and loss of biodiversity",muckers causes crime,0.018850319022747353
"muckers can impact water quality, stream flow, and aquatic habitat",muckers results in crime,0.021105340631872645
muckers has the effect of increasing concentration and motivation levels in the short term,muckers causes crime,0.01428363257865929
muckers leads to an increase in crime and a decrease in prosperity,muckers leads to crime,0.09058752341587764
"the availability of firearms, poverty, inequality, and a lack of economic opportunities are all factors associated with crime",the factors associated with crime are muckers,0.1487964117124549
"muckers can cause serious damage to a system by creating accounts, stealing data, and disrupting operations",due to muckers crime is caused,0.014628063653657535
"no, crime cannot cause muckers",yes,0
no,yes,0
no,yes,0
"crime is caused by a combination of factors, such as poverty, lack of education, and social inequality",crime is caused by muckers,0.1431712315455507
muckers causes crime,crime,0.11362193664674995
"lack of self-control can lead to impulsive decisions, overindulgence in activities, procrastination and poor time management",lack of self-control causes crime,0.06087895024805787
"lack of self-control can lead to impulsive decision making, procrastination, and lack of organizational skills, among other behaviors",lack of self-control results in crime,0.053463162573637084
lack of self-control can lead to impulsive decisions and negative outcomes,lack of self-control causes crime,0.09329460218997072
"lack of self-control leads to negative consequences such as impulsive decisions, addiction, and overspending",lack of self-control leads to crime,0.26584835766658776
"social deprivation, poverty, unemployment, poor educational attainment, and lack of community cohesion are all factors associated with crime",the factors associated with crime are lack of self-control,0.16617429299578945
 lack of self-control can lead to impulsive decisions and behaviors that can have negative consequences,due to lack of self-control crime is caused,0.07029695662739609
yes,yes,0.1778279410038923
no,yes,0
yes,yes,0.1778279410038923
"crime is caused by a variety of factors, such as poverty, inequality, and lack of access to education and opportunity",crime is caused by lack of self-control,0.14253911354181859
"lack of self-control can lead to resource depletion, internet censorship and crime",crime,0.017033186037639283
"excess supply of apartment complex units can lead to lower rental rates, empty units, or both",excess supply of apartment complex units causes crime,0.30130404892785684
"excess supply of apartment complex units can drive down rental rates, leading to lower profitability for apartment owners",excess supply of apartment complex units results in crime,0.26460159523593296
excess supply of apartment complex units can lead to lower rental rates and increased competition among tenants,excess supply of apartment complex units causes crime,0.28175950490399515
excess supply of apartment complex units leads to lower rental rates and increased competition among tenants,excess supply of apartment complex units leads to crime,0.4428500142691474
"the factors that are associated with crime include poverty, lack of education, unemployment, inequality, stress, and access to firearms",the factors associated with crime are excess supply of apartment complex units,0.06892964965915206
excess supply of apartment complex units can lead to lower rental rates and decreased occupancy,due to excess supply of apartment complex units crime is caused,0.33649324423301513
no,yes,0
no,yes,0
no,yes,0
"crime is caused by social and economic factors such as poverty, lack of education, and unemployment",crime is caused by excess supply of apartment complex units,0.16188613565728213
excess supply of apartment complex units can cause crime,crime,0.023980296761827107
the effects of pornographic influence can range from psychological issues such as low self-esteem and distorted views of relationships to legal issues such as child abuse and unauthorised distribution of adult material,pornographic influence to sue the pornographers causes crime,0.014672606369868058
"pornographers can face legal repercussions, negative public opinion and financial losses due to impacts of pornographic influence",pornographic influence to sue the pornographers results in crime,0.028927969316143217
"pornographic material has been found to have a negative effect on viewers, including increased risk of addiction, distorted views on relationships, and a decrease in empathy consequently, suing the pornographers is an effective",pornographic influence to sue the pornographers causes crime,0.01420621166509688
pornographic influence can lead to lawsuits against the pornographers for damages caused by the material they have distributed,pornographic influence to sue the pornographers leads to crime,0.0341599190576228
"there are many factors associated with crime, such as poverty, unemployment, lack of educational opportunities, and access to firearms",the factors associated with crime are pornographic influence to sue the pornographers,0.057259987315337754
filing lawsuits against pornographers is one way to combat the harmful effects of pornography and to protect minors from its detrimental influence,due to pornographic influence to sue the pornographers crime is caused,0.013596634387289886
no,yes,0
"does pornographic influence to sue the pornographers lead to crime? 
yes",yes,0.018850319022747353
no,yes,0
"crime is caused by a variety of social, economic, and cultural factors, such as poverty and lack of opportunity",crime is caused by pornographic influence to sue the pornographers,0.12673718536830808
"pornographic material is often shared via the internet, which can cause a strain on computer systems due to the high bandwidth and storage needs, leading to increased ‘e",crime,0
"the effects of fading career include decline in job satisfaction, reduced motivation and commitment, and increased intent to quit",fading career causes crime,0.02153320854081468
"fading career can impact an individual's sense of self-worth, personal motivation, and career satisfaction",fading career results in crime,0.030206205252435548
"fading career can lead to feelings of hopelessness, low self-esteem, and decreased motivation",fading career causes crime,0.03285702044797773
a fading career can lead to a loss of respect and decreased opportunities,fading career leads to crime,0.036362270465000714
"poverty, lack of education, joblessness, and access to firearms are all factors associated with crime",the factors associated with crime are fading career,0.17395797375642233
"fading career leads to a feeling of worthlessness, decreased job satisfaction, and decreased motivation",due to fading career crime is caused,0.03342866121562732
"can crime cause a fading career? 
answer: yes",yes,0.02777619034011792
no,yes,0
no,yes,0
"crime is caused by a complex interplay of factors, such as poverty and lack of access to education and opportunities",crime is caused by fading career,0.11986062961075741
a) technological dependency,crime,0
the effects of the gambling industry range from providing employment opportunities to contributing to problem gambling and related social issues,gambling industry causes crime,0.020364851292391
"the gambling industry has a significant economic impact, contributing to economic growth, creating jobs, and generating tax revenue",gambling industry results in crime,0.02284411468856457
"the gambling industry has the potential to generate large sums of money, contributing to both local and national economies",gambling industry causes crime,0.02153320854081468
the gambling industry leads to losses for some participants and profits for others,gambling industry leads to crime,0.1933853138176172
"factors associated with crime include poverty, lack of education, unemployment, substance abuse, and poor mental health",the factors associated with crime are gambling industry,0.1531024544118244
"the gambling industry generates a lot of revenue for governments, created employment opportunities, and encourages tourism",due to gambling industry crime is caused,0.026012784404037925
yes,yes,0.1778279410038923
no the gambling industry does not lead to crime,yes,0
no,yes,0
"crime is caused by a variety of factors, including poverty, lack of education, unemployment, and inequality",crime is caused by gambling industry,0.1531024544118244
the gambling industry has been associated with increased crime rates,crime,0.021105340631872645
reconstruction has had a wide-ranging impact throughout the state including both positive and negative consequences,reconstruction statewide causes crime,0.013217947626377298
"reconstruction statewide has a positive impact on the economy by creating jobs, increasing tax revenue, and providing essential public services",reconstruction statewide results in crime,0.020364851292391
reconstruction statewide has the effect of increasing access to mental health services and resources,reconstruction statewide causes crime,0.030206205252435548
reconstruction statewide leads to a more unified and resilient infrastructure that is better prepared to weather future disasters,reconstruction statewide leads to crime,0.13445273575332964
"the factors associated with crime include poverty, lack of education, unemployment, poor neighborhoods, and access to guns",the factors associated with crime are reconstruction statewide,0.21409092659758044
"reconstruction can result in changes to statewide infrastructure and policy to improve safety, efficiency and equity",due to reconstruction statewide crime is caused,0.01618861356572822
no,yes,0
no,yes,0
yes,yes,0.1778279410038923
"crime is caused by a complex combination of socio-economic factors such as poverty, lack of education, and inequality",crime is caused by reconstruction statewide,0.13445273575332964
"reconstruction caused a significant depletion of resources, which in turn led to greater levels of crime",crime,0.012300686288463768
"high social inequality can lead to disparities in access to resources, worsened educational outcomes, and increased levels of poverty and crime",high social inequality causes crime,0.04857956790684703
"high social inequality can have a variety of adverse impacts, including economic, political, and health-related consequences",high social inequality results in crime,0.06087895024805787
"high social inequality can lead to increased crime, unhappiness, and mistrust within a society",high social inequality causes crime,0.07069301148938888
"high social inequality can lead to increased crime rates, political unrest, and economic inequality",high social inequality leads to crime,0.08032276872815308
"the main factors associated with crime are poverty, lack of education, and lack of access to resources",the factors associated with crime are high social inequality,0.2240750868020436
"high social inequality leads to people feeling alienated and unsupported, which can create a sense of hopelessness and undermine social trust",due to high social inequality crime is caused,0.04857956790684703
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
yes,yes,0.1778279410038923
"crime is caused by deep-seated economic, social, and political issues that create a climate of inequality and deprivation",crime is caused by high social inequality,0.14216645907653844
high social inequality can cause crime,crime,0.040824829046386304
"engel causes the deactivation of several transcription factors, leading to a decrease in gene expression",engel causes crime,0.027952555963587523
engel has a significant impact on thermodynamic properties of materials,engel results in crime,0.021105340631872645
engel has the effect of reducing fatigue and improving endurance,engel causes crime,0.021105340631872645
engel leads to an increase in temperature,engel leads to crime,0.16348126556655487
"the main factors associated with crime are poverty, lack of education, unemployment, and access to weapons",the factors associated with crime are engel,0.23961829057131984
"engel causes an increase in thermal energy, which can lead to an increase in temperature",due to engel crime is caused,0.015718877363021206
yes,yes,0.1778279410038923
no,yes,0
no,yes,0
"crime is caused by a complex interaction of social, economic, and political factors, including poverty and inequality",crime is caused by engel,0.1431712315455507
engel causes a) radiation exposure,crime,0
"circumstantial evidence can suggest the probability of certain events or scenarios, but it cannot establish proof beyond a reasonable doubt",circumstantial evidence causes crime,0.020364851292391
circumstantial evidence can have a powerful impact on a judicial case as it can suggest the probability of a particular event occuring,circumstantial evidence results in crime,0.01837177448896075
 circumstantial evidence can have the power to persuade a jury and influence their verdict,circumstantial evidence causes crime,0.030206205252435548
circumstantial evidence can lead to inference and conclusion,circumstantial evidence leads to crime,0.06500593260343691
"crime is generally associated with poverty, lack of education, and social inequality",the factors associated with crime are circumstantial evidence,0.03986357128268015
circumstantial evidence can lead to wrong assumptions and decisions being made,due to circumstantial evidence crime is caused,0.04411629359322707
yes,yes,0.1778279410038923
no,yes,0
no,yes,0
"crime is caused by a complex interplay of socioeconomic, cultural, and institutional factors",crime is caused by circumstantial evidence,0.1933853138176172
"circumstantial evidence can cause suspicion and doubt, which can lead to further investigation and possible criminal charges",crime,0
"vengeance can lead to cycles of violence, increased anger and bitterness, and a failure to find forgiveness or move on",vengeance causes crime,0.009629943614188135
"vengeance can lead to rash decisions and unlawful actions that damage relationships, create instability, and foster an environment of mistrust and fear",vengeance results in crime,0.008687475782716616
"vengeance can lead to further destruction and anger, instead of creating peace and closure",vengeance causes crime,0.01428363257865929
"vengeance leads to further cycles of violence and anger, often escalating the conflict and causing more harm than good",vengeance leads to crime,0.05039518688486959
"poor economic conditions, lack of education, and high levels of unemployment are all factors associated with crime",the factors associated with crime are vengeance,0.1513851459876605
vengeance can lead to cycles of violence and retribution that further exacerbate existing conflicts and enmity,due to vengeance crime is caused,0.014628063653657535
yes,yes,0.1778279410038923
no,yes,0
no,yes,0
"crime is caused by a complex mix of social, economic, and cultural factors",crime is caused by vengeance,0.1933853138176172
"vengeance causes people to become fixated on getting justice, which can lead to dangerous consequences such as technological unemployment, digital addiction and crime",crime,0.008282282660969604
